verse_id	chapter	verse	text_en	polarity_en	label_en	text_es
MAT.18.19	18	19	Again I say unto you, That if two of you shall agree on earth as touching any thing that they shall ask, it shall be done for them of my Father which is in heaven.	0.5	positive	Otra vez os digo, que si dos de vosotros se convinieren en la tierra, de toda cosa que pidieren, les será hecho por mi Padre que está en los cielos.
MAT.18.20	18	20	For where two or three are gathered together in my name, there am I in the midst of them.	0.0	neutral	Porque donde están dos ó tres congregados en mi nombre, allí estoy en medio de ellos.
MAT.18.21	18	21	Then came Peter to him, and said, Lord, how oft shall my brother sin against me, and I forgive him? till seven times?	0.0	neutral	Entonces Pedro, llegándose á él, dijo: Señor, ¿cuántas veces perdonaré á mi hermano que pecare contra mí? ¿hasta siete?
MAT.18.22	18	22	Jesus saith unto him, I say not unto thee, Until seven times: but, Until seventy times seven.	0.0	neutral	Jesús le dice: No te digo hasta siete, mas aun hasta setenta veces siete.
MAT.18.23	18	23	Therefore is the kingdom of heaven likened unto a certain king, which would take account of his servants.	0.2143	positive	Por lo cual, el reino de los cielos es semejante á un hombre rey, que quiso hacer cuentas con sus siervos.
MAT.18.24	18	24	And when he had begun to reckon, one was brought unto him, which owed him ten thousand talents. {talents: a talent is seven hundred and fifty ounces of silver, which after five shillings the ounce is pounds shillings}	0.0	neutral	Y comenzando á hacer cuentas, le fué presentado uno que le debía diez mil talentos.
MAT.18.25	18	25	But forasmuch as he had not to pay, his lord commanded him to be sold, and his wife, and children, and all that he had, and payment to be made.	0.0	neutral	Mas á éste, no pudiendo pagar, mandó su señor venderle, y á su mujer é hijos, con todo lo que tenía, y que se le pagase.
MAT.18.26	18	26	The servant therefore fell down, and worshipped him, saying, Lord, have patience with me, and I will pay thee all. {worshipped him: or, besought him}	-0.1556	negative	Entonces aquel siervo, postrado, le adoraba, diciendo: Señor, ten paciencia conmigo, y yo te lo pagaré todo.
MAT.18.27	18	27	Then the lord of that servant was moved with compassion, and loosed him, and forgave him the debt.	0.0	neutral	El señor, movido á misericordia de aquel siervo, le soltó y le perdonó la deuda.
MAT.18.28	18	28	But the same servant went out, and found one of his fellowservants, which owed him an hundred pence: and he laid hands on him, and took {him} by the throat, saying, Pay me that thou owest. {pence: the Roman penny is the eighth part of an ounce, which after five shillings the ounce is seven pence halfpenny; about fourteen cents}	0.0	neutral	Y saliendo aquel siervo, halló á uno de sus consiervos, que le debía cien denarios; y trabando de él, le ahogaba, diciendo: Págame lo que debes.
MAT.18.29	18	29	And his fellowservant fell down at his feet, and besought him, saying, Have patience with me, and I will pay thee all.	-0.1556	negative	Entonces su consiervo, postrándose á sus pies, le rogaba, diciendo: Ten paciencia conmigo, y yo te lo pagaré todo.
MAT.18.30	18	30	And he would not: but went and cast him into prison, till he should pay the debt.	0.0	neutral	Mas él no quiso; sino fué, y le echó en la cárcel hasta que pagase la deuda.
