verse_id	chapter	verse	text_en	polarity_en	label_en	text_es
MAT.1.1	1	1	The book of the generation of Jesus Christ, the son of David, the son of Abraham.	0.0	neutral	LIBRO de la generación de Jesucristo, hijo de David, hijo de Abraham.
MAT.1.2	1	2	Abraham begat Isaac; and Isaac begat Jacob; and Jacob begat Judas and his brethren;	0.0	neutral	Abraham engendró á Isaac: é Isaac engendró á Jacob: y Jacob engendró á Judas y á sus hermanos:
MAT.1.3	1	3	And Judas begat Phares and Zara of Thamar; and Phares begat Esrom; and Esrom begat Aram;	0.0	neutral	Y Judas engendró de Thamar á Phares y á Zara: y Phares engendró á Esrom: y Esrom engendró á Aram:
MAT.1.4	1	4	And Aram begat Aminadab; and Aminadab begat Naasson; and Naasson begat Salmon;	0.0	neutral	Y Aram engendró á Aminadab: y Aminadab engendró á Naassón: y Naassón engendró á Salmón:
MAT.1.5	1	5	And Salmon begat Booz of Rachab; and Booz begat Obed of Ruth; and Obed begat Jesse;	0.0	neutral	Y Salmón engendró de Rachâb á Booz, y Booz engendró de Ruth á Obed y Obed engendró á Jessé:
MAT.1.6	1	6	And Jesse begat David the king; and David the king begat Solomon of her {that had been the wife} of Urias;	0.0	neutral	Y Jessé engendró al rey David: y el rey David engendró á Salomón de la que fué mujer de Urías:
MAT.1.7	1	7	And Solomon begat Roboam; and Roboam begat Abia; and Abia begat Asa;	0.0	neutral	Y Salomón engendró á Roboam: y Roboam engendró á Abía: y Abía engendró á Asa:
MAT.1.8	1	8	And Asa begat Josaphat; and Josaphat begat Joram; and Joram begat Ozias;	0.0	neutral	Y Asa engendró á Josaphat: y Josaphat engendró á Joram: y Joram engendró á Ozías:
MAT.1.9	1	9	And Ozias begat Joatham; and Joatham begat Achaz; and Achaz begat Ezekias;	0.0	neutral	Y Ozías engendró á Joatam: y Joatam engendró á Achâz: y Achâz engendró á Ezechîas:
MAT.1.10	1	10	And Ezekias begat Manasses; and Manasses begat Amon; and Amon begat Josias;	0.0	neutral	Y Ezechîas engendró á Manasés: y Manasés engendró á Amón: y Amón engendró á Josías:
MAT.1.11	1	11	And Josias begat Jechonias and his brethren, about the time they were carried away to Babylon: {Josias...: some read, Josias begat Jakim, and Jakim begat Jechonias}	-0.75	negative	Y Josías engendró á Jechônías y á sus hermanos, en la transmigración de Babilonia.
MAT.1.12	1	12	And after they were brought to Babylon, Jechonias begat Salathiel; and Salathiel begat Zorobabel;	0.0	neutral	Y después de la transmigración de Babilonia, Jechônías engendró á Salathiel: y Salathiel engendró á Zorobabel:
MAT.1.13	1	13	And Zorobabel begat Abiud; and Abiud begat Eliakim; and Eliakim begat Azor;	0.0	neutral	Y Zorobabel engendró á Abiud: y Abiud engendró á Eliachîm: y Eliachîm engendró á Azor:
MAT.1.14	1	14	And Azor begat Sadoc; and Sadoc begat Achim; and Achim begat Eliud;	0.0	neutral	Y Azor engendró á Sadoc: y Sadoc engendró á Achîm: y Achîm engendró á Eliud:
MAT.1.15	1	15	And Eliud begat Eleazar; and Eleazar begat Matthan; and Matthan begat Jacob;	0.0	neutral	Y Eliud engendró á Eleazar: y Eleazar engendró á Mathán: y Mathán engendró á Jacob:
MAT.1.16	1	16	And Jacob begat Joseph the husband of Mary, of whom was born Jesus, who is called Christ.	0.0	neutral	Y Jacob engendró á José, marido de María, de la cual nació Jesús, el cual es llamado el Cristo.
MAT.1.17	1	17	So all the generations from Abraham to David {are} fourteen generations; and from David until the carrying away into Babylon {are} fourteen generations; and from the carrying away into Babylon unto Christ {are} fourteen generations.	0.0	neutral	De manera que todas las generaciones desde Abraham hasta David son catorce generaciones: y desde David hasta la transmigración de Babilonia, catorce generaciones: y desde la transmigración de Babilonia hasta Cristo, catorce generaciones.
MAT.1.18	1	18	Now the birth of Jesus Christ was on this wise: When as his mother Mary was espoused to Joseph, before they came together, she was found with child of the Holy Ghost.	0.7	positive	Y el nacimiento de Jesucristo fué así: Que siendo María su madre desposada con José, antes que se juntasen, se halló haber concebido del Espíritu Santo.
MAT.1.19	1	19	Then Joseph her husband, being a just {man}, and not willing to make her a publick example, was minded to put her away privily.	-0.125	negative	Y José su marido, como era justo, y no quisiese infamarla, quiso dejarla secretamente.
MAT.1.20	1	20	But while he thought on these things, behold, the angel of the Lord appeared unto him in a dream, saying, Joseph, thou son of David, fear not to take unto thee Mary thy wife: for that which is conceived in her is of the Holy Ghost. {conceived: Gr. begotten}	0.0	neutral	Y pensando él en esto, he aquí el ángel del Señor le aparece en sueños, diciendo: José, hijo de David, no temas de recibir á María tu mujer, porque lo que en ella es engendrado, del Espíritu Santo es.
MAT.1.21	1	21	And she shall bring forth a son, and thou shalt call his name JESUS: for he shall save his people from their sins. {JESUS: that is, Saviour, Heb}	0.0	neutral	Y parirá un hijo, y llamarás su nombre JESUS, porque él salvará á su pueblo de sus pecados.
MAT.1.22	1	22	Now all this was done, that it might be fulfilled which was spoken of the Lord by the prophet, saying,	0.0	neutral	Todo esto aconteció para que se cumpliese lo que fué dicho por el Señor, por el profeta que dijo:
MAT.1.23	1	23	Behold, a virgin shall be with child, and shall bring forth a son, and they shall call his name Emmanuel, which being interpreted is, God with us. {they...: or, his name shall be called}	0.0	neutral	He aquí la virgen concebirá y parirá un hijo, Y llamarás su nombre Emmanuel, que declarado, es: Con nosotros Dios.
MAT.1.24	1	24	Then Joseph being raised from sleep did as the angel of the Lord had bidden him, and took unto him his wife:	0.0	neutral	Y despertando José del sueño, hizo como el ángel del Señor le había mandado, y recibió á su mujer.
MAT.1.25	1	25	And knew her not till she had brought forth her firstborn son: and he called his name JESUS.	0.0	neutral	Y no la conoció hasta que parió á su hijo primogénito: y llamó su nombre JESUS.
MAT.2.1	2	1	Now when Jesus was born in Bethlehem of Judaea in the days of Herod the king, behold, there came wise men from the east to Jerusalem,	0.7	positive	Y COMO fué nacido Jesús en Bethlehem de Judea en días del rey Herodes, he aquí unos magos vinieron del oriente á Jerusalem,
MAT.2.2	2	2	Saying, Where is he that is born King of the Jews? for we have seen his star in the east, and are come to worship him.	0.0	neutral	Diciendo: ¿Dónde está el Rey de los Judíos, que ha nacido? porque su estrella hemos visto en el oriente, y venimos á adorarle.
MAT.2.3	2	3	When Herod the king had heard {these things}, he was troubled, and all Jerusalem with him.	-0.5	negative	Y oyendo esto el rey Herodes, se turbó, y toda Jerusalem con él.
MAT.2.4	2	4	And when he had gathered all the chief priests and scribes of the people together, he demanded of them where Christ should be born.	0.0	neutral	Y convocados todos los príncipes de los sacerdotes, y los escribas del pueblo, les preguntó dónde había de nacer el Cristo.
MAT.2.5	2	5	And they said unto him, In Bethlehem of Judaea: for thus it is written by the prophet,	0.0	neutral	Y ellos le dijeron: En Bethlehem de Judea; porque así está escrito por el profeta:
MAT.2.6	2	6	And thou Bethlehem, {in} the land of Juda, art not the least among the princes of Juda: for out of thee shall come a Governor, that shall rule my people Israel. {rule: or, feed}	-0.3	negative	Y tú, Bethlehem, de tierra de Judá, No eres muy pequeña entre los príncipes de Judá; Porque de ti saldrá un guiador, Que apacentará á mi pueblo Israel.
MAT.2.7	2	7	Then Herod, when he had privily called the wise men, enquired of them diligently what time the star appeared.	0.7	positive	Entonces Herodes, llamando en secreto á los magos, entendió de ellos diligentemente el tiempo del aparecimiento de la estrella;
