verse_id	chapter	verse	text_en	polarity_en	label_en	text_pt
2CH.1.1	1	1	And Solomon the son of David was strengthened in his kingdom, and the LORD his God {was} with him, and magnified him exceedingly.	0.0	neutral	Salomão, filho de Davi, estabeleceu-se com firmeza sobre o seu reino, pois o Senhor, o seu Deus, estava com ele e tornou-o muito poderoso.
2CH.1.2	1	2	Then Solomon spake unto all Israel, to the captains of thousands and of hundreds, and to the judges, and to every governor in all Israel, the chief of the fathers.	0.0	neutral	Salomão reuniu todo o Israel: os líderes de mil e de cem, os juízes, todos os líderes de Israel e os chefes de famílias.
2CH.1.3	1	3	So Solomon, and all the congregation with him, went to the high place that {was} at Gibeon; for there was the tabernacle of the congregation of God, which Moses the servant of the LORD had made in the wilderness.	0.16	positive	E foi com toda a assembléia ao lugar sagrado, no alto de Gibeom, pois ali estava a Tenda do Encontro que Moisés, servo do Senhor, havia feito no deserto.
2CH.1.4	1	4	But the ark of God had David brought up from Kirjathjearim to {the place which} David had prepared for it: for he had pitched a tent for it at Jerusalem.	0.0	neutral	Davi tinha transportado a arca de Deus de Quiriate-Jearim para a tenda que ele tinha armado para ela em Jerusalém.
2CH.1.5	1	5	Moreover the brasen altar, that Bezaleel the son of Uri, the son of Hur, had made, he put before the tabernacle of the LORD: and Solomon and the congregation sought unto it. {he put: or, was there}	0.0	neutral	O altar de bronze que Bezalel, filho de Uri e neto de Hur, fizera, estava em Gibeom, em frente do tabernáculo do Senhor; ali Salomão e a assembléia consultaram o Senhor.
2CH.1.6	1	6	And Solomon went up thither to the brasen altar before the LORD, which {was} at the tabernacle of the congregation, and offered a thousand burnt offerings upon it.	0.0	neutral	Salomão ofereceu ao Senhor mil holocaustos sobre o altar de bronze, na Tenda do Encontro.
2CH.1.7	1	7	In that night did God appear unto Solomon, and said unto him, Ask what I shall give thee.	0.0	neutral	"Naquela noite Deus apareceu a Salomão e lhe disse: ""Peça-me o que quiser, e eu lhe darei""."
2CH.1.8	1	8	And Solomon said unto God, Thou hast shewed great mercy unto David my father, and hast made me to reign in his stead.	0.8	positive	"Salomão respondeu: ""Tu foste muito bondoso para com meu pai Davi e me fizeste rei em seu lugar."
2CH.1.9	1	9	Now, O LORD God, let thy promise unto David my father be established: for thou hast made me king over a people like the dust of the earth in multitude. {like...: Heb. much as the dust of the earth}	0.2	positive	Agora, Senhor Deus, que se confirme a tua promessa a meu pai Davi, pois me fizeste rei sobre um povo tão numeroso quanto o pó da terra.
2CH.1.10	1	10	Give me now wisdom and knowledge, that I may go out and come in before this people: for who can judge this thy people, {that is so} great?	0.8	positive	"Dá-me sabedoria e conhecimento, para que eu possa liderar esta nação, pois, quem pode governar este teu grande povo? """
2CH.1.11	1	11	And God said to Solomon, Because this was in thine heart, and thou hast not asked riches, wealth, or honour, nor the life of thine enemies, neither yet hast asked long life; but hast asked wisdom and knowledge for thyself, that thou mayest judge my people, over whom I have made thee king:	-0.05	neutral	"Deus disse a Salomão: ""Já que este é o desejo de seu coração e você não pediu riquezas, nem bens, nem honra, nem a morte dos seus inimigos, nem vida longa, mas sabedoria e conhecimento para governar o meu povo, sobre o qual o fiz rei,"
2CH.1.12	1	12	Wisdom and knowledge {is} granted unto thee; and I will give thee riches, and wealth, and honour, such as none of the kings have had that {have been} before thee, neither shall there any after thee have the like.	0.0	neutral	"você receberá o que pediu, mas também lhe darei riquezas, bens e honra, como nenhum rei antes de você teve e nenhum depois de você terá""."
2CH.1.13	1	13	Then Solomon came {from his journey} to the high place that {was} at Gibeon to Jerusalem, from before the tabernacle of the congregation, and reigned over Israel.	0.16	positive	Então Salomão voltou de Gibeom, de diante da Tenda do Encontro, para Jerusalém. E reinou sobre Israel.
2CH.1.14	1	14	And Solomon gathered chariots and horsemen: and he had a thousand and four hundred chariots, and twelve thousand horsemen, which he placed in the chariot cities, and with the king at Jerusalem.	0.0	neutral	Salomão juntou carros e cavalos; possuía mil e quatrocentos carros e doze mil cavalos, dos quais mantinha uma parte nas guarnições de algumas cidades e a outra perto dele, em Jerusalém.
2CH.1.15	1	15	And the king made silver and gold at Jerusalem {as plenteous} as stones, and cedar trees made he as the sycomore trees that {are} in the vale for abundance. {made: Heb. gave}	0.0	neutral	O rei tornou tão comuns a prata e o ouro em Jerusalém quanto as pedras, e o cedro tão numeroso quanto as figueiras bravas da Sefelá.
2CH.1.16	1	16	And Solomon had horses brought out of Egypt, and linen yarn: the king's merchants received the linen yarn at a price. {Solomon...: Heb. the going forth of the horses which was Solomon's}	-0.1	neutral	Os cavalos de Salomão eram importados do Egito e da Cilícia, onde os fornecedores do rei os compravam.
2CH.1.17	1	17	And they fetched up, and brought forth out of Egypt a chariot for six hundred {shekels} of silver, and an horse for an hundred and fifty: and so brought they out {horses} for all the kings of the Hittites, and for the kings of Syria, by their means. {means: Heb. hand}	0.0	neutral	Importavam do Egito um carro por sete quilos e duzentos gramas de prata, e um cavalo por um quilo e oitocentos gramas, e os exportavam para todos os reis dos hititas e dos arameus.
2CH.2.1	2	1	And Solomon determined to build an house for the name of the LORD, and an house for his kingdom.	0.0	neutral	Salomão deu ordens para a construção de um templo em honra do nome do Senhor e de um palácio para si mesmo.
2CH.2.2	2	2	And Solomon told out threescore and ten thousand men to bear burdens, and fourscore thousand to hew in the mountain, and three thousand and six hundred to oversee them.	0.0	neutral	Ele designou setenta mil homens como carregadores, oitenta mil como cortadores de pedras nas colinas e três mil e seiscentos como capatazes.
2CH.2.3	2	3	And Solomon sent to Huram the king of Tyre, saying, As thou didst deal with David my father, and didst send him cedars to build him an house to dwell therein, {even so deal with me}. {Huram: or, Hiram}	0.0	neutral	"Depois Salomão enviou esta mensagem a Hirão, rei de Tiro: ""Envia-me cedros como fizeste para meu pai Davi, quando da construção do palácio dele."
2CH.2.4	2	4	Behold, I build an house to the name of the LORD my God, to dedicate {it} to him, {and} to burn before him sweet incense, and for the continual shewbread, and for the burnt offerings morning and evening, on the sabbaths, and on the new moons, and on the solemn feasts of the LORD our God. This {is an ordinance} for ever to Israel. {sweet...: Heb. incense of spices}	0.2788	positive	Agora estou para construir um templo em honra do nome do Senhor, o meu Deus, e dedicá-lo a ele, para queimar incenso aromático diante dele, apresentar regularmente o pão consagrado e fazer holocaustos todas as manhãs e todas as tardes, nos sábados, nas luas novas e nas festas fixas do Senhor, o nosso Deus. Esse é um decreto perpétuo para Israel.
2CH.2.5	2	5	And the house which I build {is} great: for great {is} our God above all gods.	0.5333	positive	"""O templo que vou construir será grande, pois o nosso Deus é maior do que todos os outros deuses."
2CH.2.6	2	6	But who is able to build him an house, seeing the heaven and heaven of heavens cannot contain him? who {am} I then, that I should build him an house, save only to burn sacrifice before him? {is able: Heb. hath retained, or, obtained strength}	0.3333	positive	Mas quem é capaz de construir um templo para ele, visto que os céus não podem contê-lo, nem mesmo os mais altos céus? Quem sou eu, então, para lhe construir um templo, a não ser como um lugar para queimar sacrifícios perante ele?
2CH.2.7	2	7	Send me now therefore a man cunning to work in gold, and in silver, and in brass, and in iron, and in purple, and crimson, and blue, and that can skill to grave with the cunning men that {are} with me in Judah and in Jerusalem, whom David my father did provide. {to grave: Heb. to grave gravings}	0.0	neutral	"""Por isso, manda-me um homem competente no trabalho com ouro, com prata, com bronze, com ferro e com tecido roxo, vermelho e azul, e experiente em esculturas, para trabalhar em Judá e em Jerusalém com os meus hábeis artesãos, preparados por meu pai Davi."
2CH.2.8	2	8	Send me also cedar trees, fir trees, and algum trees, out of Lebanon: for I know that thy servants can skill to cut timber in Lebanon; and, behold, my servants {shall be} with thy servants, {algum: also called, almuggim}	0.0	neutral	"""Também envia-me do Líbano madeira de cedro, de pinho e de junípero, pois eu sei que os teus servos são hábeis em cortar a madeira de lá. Os meus servos trabalharão com os teus"
2CH.2.9	2	9	Even to prepare me timber in abundance: for the house which I am about to build {shall be} wonderful great. {wonderful...: Heb. great and wonderful}	0.92	positive	para me fornecerem madeira em grande quantidade, pois é preciso que o templo que vou edificar seja grande e imponente.
2CH.2.10	2	10	And, behold, I will give to thy servants, the hewers that cut timber, twenty thousand measures of beaten wheat, and twenty thousand measures of barley, and twenty thousand baths of wine, and twenty thousand baths of oil.	0.0	neutral	"E eu darei como sustento a teus servos, os lenhadores, vinte mil tonéis de trigo, vinte mil tonéis de cevada, dois mil barris de vinho e dois mil barris de azeite""."
2CH.2.11	2	11	Then Huram the king of Tyre answered in writing, which he sent to Solomon, Because the LORD hath loved his people, he hath made thee king over them.	0.7	positive	"Hirão, rei de Tiro, respondeu por carta a Salomão: ""O Senhor ama o seu povo, e por isso te fez rei sobre ele""."
2CH.2.12	2	12	Huram said moreover, Blessed {be} the LORD God of Israel, that made heaven and earth, who hath given to David the king a wise son, endued with prudence and understanding, that might build an house for the LORD, and an house for his kingdom. {endued...: Heb. knowing prudence and understanding}	0.7	positive	"E acrescentou: ""Bendito seja o Senhor, o Deus de Israel, que fez os céus e a terra, pois deu ao rei Davi um filho sábio, que tem inteligência e discernimento, e que vai construir um templo para o Senhor e um palácio para si."
2CH.2.13	2	13	And now I have sent a cunning man, endued with understanding, of Huram my father's,	0.0	neutral	"""Estou te enviando Hirão-Abi, homem de grande habilidade."
2CH.2.14	2	14	The son of a woman of the daughters of Dan, and his father {was} a man of Tyre, skilful to work in gold, and in silver, in brass, in iron, in stone, and in timber, in purple, in blue, and in fine linen, and in crimson; also to grave any manner of graving, and to find out every device which shall be put to him, with thy cunning men, and with the cunning men of my lord David thy father.	0.1042	positive	Sua mãe era de Dã e seu pai, de Tiro. Ele foi treinado para trabalhar com ouro e prata, bronze e ferro, pedra e madeira, e em tecido roxo, azul e vermelho, e em linho fino e em todo tipo de entalhe. Ele pode executar qualquer projeto que lhe for dado. Trabalhará com os teus artesãos e com os de meu senhor Davi, teu pai.
2CH.2.15	2	15	Now therefore the wheat, and the barley, the oil, and the wine, which my lord hath spoken of, let him send unto his servants:	0.0	neutral	"""Agora, envie meu senhor a seus servos o trigo, a cevada, o azeite e o vinho que prometeste,"
2CH.2.16	2	16	And we will cut wood out of Lebanon, as much as thou shalt need: and we will bring it to thee in floats by sea to Joppa; and thou shalt carry it up to Jerusalem. {as much...: Heb according to all thy need} {Joppa: Heb. Japho}	0.2	positive	"e cortaremos toda a madeira do Líbano necessária, e a faremos flutuar em jangadas pelo mar, descendo até Jope. De lá poderás levá-la a Jerusalém""."
2CH.2.17	2	17	And Solomon numbered all the strangers that {were} in the land of Israel, after the numbering wherewith David his father had numbered them; and they were found an hundred and fifty thousand and three thousand and six hundred. {the strangers: Heb. the men the strangers}	0.0	neutral	Salomão fez um recenseamento de todos os estrangeiros que viviam em Israel, como o que fizera seu pai Davi; e descobriu-se que eram cento e cinqüenta e três mil e seiscentos.
2CH.2.18	2	18	And he set threescore and ten thousand of them {to be} bearers of burdens, and fourscore thousand {to be} hewers in the mountain, and three thousand and six hundred overseers to set the people a work.	0.0	neutral	Ele designou setenta mil deles para serem carregadores e oitenta mil para serem cortadores de pedras nas colinas, com três mil e seiscentos capatazes para manter o povo trabalhando.
2CH.3.1	3	1	Then Solomon began to build the house of the LORD at Jerusalem in mount Moriah, where {the LORD} appeared unto David his father, in the place that David had prepared in the threshingfloor of Ornan the Jebusite. {where...: or, which was seen of David his father} {Ornan: also called, Araunah}	0.0	neutral	Então Salomão começou a construir o templo do Senhor em Jerusalém, no monte Moriá, onde o Senhor havia aparecido a seu pai Davi, na eira de Araúna, o jebuseu. Local providenciado por Davi.
2CH.3.2	3	2	And he began to build in the second {day} of the second month, in the fourth year of his reign.	0.0	neutral	Ele começou a construir no segundo dia do segundo mês do quarto ano de seu reinado.
2CH.3.3	3	3	Now these {are the things wherein} Solomon was instructed for the building of the house of God. The length by cubits after the first measure {was} threescore cubits, and the breadth twenty cubits. {instructed: Heb. founded}	0.25	positive	Os alicerces que Salomão lançou para o templo de Deus tinham vinte e sete metros de comprimento e nove metros de largura, pela medida antiga.
2CH.3.4	3	4	And the porch that {was} in the front {of the house}, the length {of it was} according to the breadth of the house, twenty cubits, and the height {was} an hundred and twenty: and he overlaid it within with pure gold.	0.2143	positive	O pórtico da entrada do templo tinha nove metros de largura e nove metros de altura. Ele revestiu de ouro puro o seu interior.
2CH.3.5	3	5	And the greater house he cieled with fir tree, which he overlaid with fine gold, and set thereon palm trees and chains.	0.4583	positive	Recobriu de pinho o átrio principal, revestiu-o de ouro puro e o decorou com desenhos de tamareiras e correntes.
2CH.3.6	3	6	And he garnished the house with precious stones for beauty: and the gold {was} gold of Parvaim. {garnished: Heb. covered}	0.5	positive	Ornamentou o templo com pedras preciosas. O ouro utilizado era de Parvaim.
2CH.3.7	3	7	He overlaid also the house, the beams, the posts, and the walls thereof, and the doors thereof, with gold; and graved cherubims on the walls.	0.0	neutral	Também revestiu de ouro as vigas do forro, os batentes, as paredes e as portas do templo, e esculpiu querubins nas paredes.
2CH.3.8	3	8	And he made the most holy house, the length whereof {was} according to the breadth of the house, twenty cubits, and the breadth thereof twenty cubits: and he overlaid it with fine gold, {amounting} to six hundred talents.	0.4583	positive	Fez o Lugar Santíssimo, com nove metros de comprimento e nove metros de largura, igual à largura do templo. Revestiu de vinte e uma toneladas de ouro puro o seu interior.
2CH.3.9	3	9	And the weight of the nails {was} fifty shekels of gold. And he overlaid the upper chambers with gold.	0.0	neutral	Os pregos de ouro pesavam seiscentos gramas. Também revestiu de ouro as salas superiores.
2CH.3.10	3	10	And in the most holy house he made two cherubims of image work, and overlaid them with gold. {image...: or, (as some think) of moveable work}	0.5	positive	No Lugar Santíssimo esculpiu e revestiu de ouro dois querubins,
