verse_id	chapter	verse	text_en	polarity_en	label_en	text_pt
2CH.15.5	15	5	And in those times {there was} no peace to him that went out, nor to him that came in, but great vexations {were} upon all the inhabitants of the countries.	0.8	positive	Naqueles dias não era seguro viajar, pois muitos distúrbios afligiam a todos os habitantes do território.
2CH.15.6	15	6	And nation was destroyed of nation, and city of city: for God did vex them with all adversity. {destroyed: Heb. beaten in pieces}	0.0	neutral	Nações e cidades se destruíam umas às outras, pois Deus as estava afligindo com toda espécie de desgraças.
2CH.15.7	15	7	Be ye strong therefore, and let not your hands be weak: for your work shall be rewarded.	0.0292	neutral	"Mas, vocês devem ser fortes e não se desanimar, pois o trabalho de vocês será recompensado""."
2CH.15.8	15	8	And when Asa heard these words, and the prophecy of Oded the prophet, he took courage, and put away the abominable idols out of all the land of Judah and Benjamin, and out of the cities which he had taken from mount Ephraim, and renewed the altar of the LORD, that {was} before the porch of the LORD. {abominable...: Heb. abominations}	0.0	neutral	Assim que ouviu as palavras e a profecia do profeta Azarias, filho de Odede, o rei Asa encheu-se de coragem. Retirou os ídolos repugnantes de toda a terra de Judá e de Benjamim, e das cidades que havia conquistado nos montes de Efraim, e restaurou o altar do Senhor que estava em frente do pórtico do templo do Senhor.
2CH.15.9	15	9	And he gathered all Judah and Benjamin, and the strangers with them out of Ephraim and Manasseh, and out of Simeon: for they fell to him out of Israel in abundance, when they saw that the LORD his God {was} with him.	0.0	neutral	Depois reuniu todo o povo de Judá e de Benjamim; convocou também os que pertenciam a Efraim, a Manassés e a Simeão que viviam entre eles, pois muitos de Israel tinham passado para o lado do rei Asa, ao verem que o Senhor, o seu Deus, estava com ele.
2CH.15.10	15	10	So they gathered themselves together at Jerusalem in the third month, in the fifteenth year of the reign of Asa.	0.0	neutral	Eles se reuniram em Jerusalém no terceiro mês do décimo quinto ano do reinado de Asa.
2CH.15.11	15	11	And they offered unto the LORD the same time, of the spoil {which} they had brought, seven hundred oxen and seven thousand sheep. {the same...: Heb. in that day}	0.0	neutral	Naquela ocasião sacrificaram ao Senhor setecentos bois e sete mil ovelhas e cabras, do saque que haviam feito.
2CH.15.12	15	12	And they entered into a covenant to seek the LORD God of their fathers with all their heart and with all their soul;	0.0	neutral	Fizeram um acordo de todo o coração e de toda a alma de buscar o Senhor, o Deus dos seus antepassados.
2CH.15.13	15	13	That whosoever would not seek the LORD God of Israel should be put to death, whether small or great, whether man or woman.	0.275	positive	Todo aquele que não buscasse o Senhor, o Deus de Israel, deveria ser morto, gente simples ou importante, homem ou mulher.
2CH.15.14	15	14	And they sware unto the LORD with a loud voice, and with shouting, and with trumpets, and with cornets.	0.1	neutral	Fizeram esse juramento ao Senhor em voz alta, bradando ao som de cornetas e trombetas.
2CH.15.15	15	15	And all Judah rejoiced at the oath: for they had sworn with all their heart, and sought him with their whole desire; and he was found of them: and the LORD gave them rest round about.	0.0	neutral	Todo o povo de Judá alegrou-se com o juramento, pois o havia feito de todo o coração. Eles buscaram a Deus com toda disposição; então ele deixou que o encontrassem e lhes concedeu paz em suas fronteiras.
2CH.15.16	15	16	And also {concerning} Maachah the mother of Asa the king, he removed her from {being} queen, because she had made an idol in a grove: and Asa cut down her idol, and stamped {it}, and burnt {it} at the brook Kidron. {mother: that is, grandmother} {idol: Heb. horror}	-0.1556	negative	O rei Asa chegou até a depor sua avó Maaca da posição de rainha-mãe, pois ela havia feito um poste sagrado repugnante. Asa derrubou o poste, despedaçou-o e queimou-o no vale do Cedrom.
2CH.15.17	15	17	But the high places were not taken away out of Israel: nevertheless the heart of Asa was perfect all his days.	0.58	positive	Embora os altares idólatras não tenham sido eliminados de Israel, o coração de Asa foi totalmente dedicado ao Senhor durante toda a sua vida.
2CH.15.18	15	18	And he brought into the house of God the things that his father had dedicated, and that he himself had dedicated, silver, and gold, and vessels.	0.0	neutral	Ele trouxe para o templo de Deus a prata, o ouro e os utensílios que ele e seu pai haviam consagrado.
2CH.15.19	15	19	And there was no {more} war unto the five and thirtieth year of the reign of Asa.	-0.25	negative	E não houve mais nenhuma guerra até o trigésimo quinto ano do seu reinado.
2CH.16.1	16	1	In the six and thirtieth year of the reign of Asa Baasha king of Israel came up against Judah, and built Ramah, to the intent that he might let none go out or come in to Asa king of Judah.	0.0	neutral	No trigésimo sexto ano do reinado de Asa, Baasa, rei de Israel, invadiu Judá e fortificou Ramá, para que ninguém pudesse entrar nem sair do território de Asa, rei de Judá.
2CH.16.2	16	2	Then Asa brought out silver and gold out of the treasures of the house of the LORD and of the king's house, and sent to Benhadad king of Syria, that dwelt at Damascus, saying, {Damascus: Heb. Darmesek}	0.0	neutral	Então Asa ajuntou a prata e o ouro do tesouro do templo do Senhor e do seu próprio palácio e os enviou a Ben-Hadade, rei da Síria, que governava em Damasco, com uma mensagem que dizia:
