verse_id	chapter	verse	text_en	polarity_en	label_en	text_pt
JER.1.14	1	14	Then the LORD said unto me, Out of the north an evil shall break forth upon all the inhabitants of the land. {shall...: Heb. shall be opened}	-1.0	negative	"O Senhor me disse: ""Do norte se derramará a desgraça sobre todos os habitantes desta terra."
JER.1.15	1	15	For, lo, I will call all the families of the kingdoms of the north, saith the LORD; and they shall come, and they shall set every one his throne at the entering of the gates of Jerusalem, and against all the walls thereof round about, and against all the cities of Judah.	-0.2	negative	"Estou convocando todos os povos dos reinos do norte"", diz o Senhor. ""Cada um virá e colocará o seu trono diante das portas de Jerusalém, virão contra todas as muralhas que a cercam e contra todas as cidades de Judá."
JER.1.16	1	16	And I will utter my judgments against them touching all their wickedness, who have forsaken me, and have burned incense unto other gods, and worshipped the works of their own hands.	0.2437	positive	"Pronunciarei a minha sentença contra o meu povo por todas as suas maldades; porque me abandonaram, queimaram incenso a outros deuses, e adoraram deuses que as suas mãos fizeram""."
JER.1.17	1	17	Thou therefore gird up thy loins, and arise, and speak unto them all that I command thee: be not dismayed at their faces, lest I confound thee before them. {confound: or, break to pieces}	0.0	neutral	"""E você, prepare-se! Vá dizer-lhes tudo o que eu ordenar. Não fique aterrorizado por causa deles, senão eu o aterrorizarei diante deles."
JER.1.18	1	18	For, behold, I have made thee this day a defenced city, and an iron pillar, and brasen walls against the whole land, against the kings of Judah, against the princes thereof, against the priests thereof, and against the people of the land.	0.2	positive	E hoje eu faço de você uma cidade fortificada, uma coluna de ferro e um muro de bronze, contra toda a terra: contra os reis de Judá, seus oficiais, seus sacerdotes e o povo da terra.
JER.1.19	1	19	And they shall fight against thee; but they shall not prevail against thee; for I {am} with thee, saith the LORD, to deliver thee.	0.0	neutral	"Eles lutarão contra você, mas não o vencerão, pois eu estou com você e o protegerei"", diz o Senhor."
JER.2.1	2	1	Moreover the word of the LORD came to me, saying,	0.0	neutral	A palavra do Senhor veio a mim:
JER.2.2	2	2	Go and cry in the ears of Jerusalem, saying, Thus saith the LORD; I remember thee, the kindness of thy youth, the love of thine espousals, when thou wentest after me in the wilderness, in a land {that was} not sown. {thee: or, for thy sake}	0.5	positive	"""Vá proclamar aos ouvidos de Jerusalém: ""Eu me lembro de sua fidelidade quando você era jovem: como noiva, você me amava e me seguia pelo deserto, por uma terra não semeada."
JER.2.3	2	3	Israel {was} holiness unto the LORD, {and} the firstfruits of his increase: all that devour him shall offend; evil shall come upon them, saith the LORD.	-1.0	negative	"Israel era santo para o Senhor, os primeiros frutos de sua colheita; todos os que o devoravam eram considerados culpados, e a desgraça os alcançava"", declara o Senhor."
JER.2.4	2	4	Hear ye the word of the LORD, O house of Jacob, and all the families of the house of Israel:	0.0	neutral	Ouçam a palavra do Senhor, ó comunidade de Jacó, todos os clãs da comunidade de Israel.
JER.2.5	2	5	Thus saith the LORD, What iniquity have your fathers found in me, that they are gone far from me, and have walked after vanity, and are become vain?	0.1	neutral	"Assim diz o Senhor: ""Que falta os seus antepassados encontraram em mim, para que me deixassem e se afastassem de mim? Eles seguiram ídolos sem valor, tornando-se eles próprios sem valor."
JER.2.6	2	6	Neither said they, Where {is} the LORD that brought us up out of the land of Egypt, that led us through the wilderness, through a land of deserts and of pits, through a land of drought, and of the shadow of death, through a land that no man passed through, and where no man dwelt?	0.0	neutral	Eles não perguntaram: 'Onde está o Senhor, que nos trouxe do Egito e nos conduziu pelo deserto, por uma terra árida e cheia de covas, terra de seca e de trevas, terra pela qual ninguém passa e onde ninguém vive? '
JER.2.7	2	7	And I brought you into a plentiful country, to eat the fruit thereof and the goodness thereof; but when ye entered, ye defiled my land, and made mine heritage an abomination. {a plentiful...: or, the land of Carmel}	0.0	neutral	Eu trouxe vocês a uma terra fértil, para que comessem dos seus frutos e dos seus bons produtos. Entretanto, vocês contaminaram a minha terra; tornaram a minha herança repugnante.
JER.2.8	2	8	The priests said not, Where {is} the LORD? and they that handle the law knew me not: the pastors also transgressed against me, and the prophets prophesied by Baal, and walked after {things that} do not profit.	0.0	neutral	Os sacerdotes não perguntaram pelo Senhor; os intérpretes da lei não me conheciam, e os líderes do povo se rebelaram contra mim. Os profetas profetizavam em nome de Baal, seguindo deuses inúteis.
JER.2.9	2	9	Wherefore I will yet plead with you, saith the LORD, and with your children's children will I plead.	0.0	neutral	"""Por isso, eu ainda faço denúncias contra vocês"", diz o Senhor, ""e farei denúncias contra os seus descendentes."
JER.2.10	2	10	For pass over the isles of Chittim, and see; and send unto Kedar, and consider diligently, and see if there be such a thing. {over: or, over to}	0.0	neutral	Atravessem o mar até o litoral de Chipre e vejam; mandem observadores a Quedar e reparem de perto; e vejam se alguma vez aconteceu algo assim:
JER.2.11	2	11	Hath a nation changed {their} gods, which {are} yet no gods? but my people have changed their glory for {that which} doth not profit.	0.0	neutral	Alguma nação já trocou os seus deuses? E eles nem sequer são deuses! Mas o meu povo trocou a sua Glória por deuses inúteis.
JER.2.12	2	12	Be astonished, O ye heavens, at this, and be horribly afraid, be ye very desolate, saith the LORD.	-0.2	negative	"Espantem-se diante disso, ó céus! Fiquem horrorizados e abismados"", diz o Senhor."
JER.2.13	2	13	For my people have committed two evils; they have forsaken me the fountain of living waters, {and} hewed them out cisterns, broken cisterns, that can hold no water.	-0.4	negative	"""O meu povo cometeu dois crimes: eles me abandonaram, a mim, a fonte de água viva; e cavaram as suas próprias cisternas, cisternas rachadas que não retêm água."
JER.2.14	2	14	{Is} Israel a servant? {is} he a homeborn {slave}? why is he spoiled? {spoiled: Heb. become a spoil?}	0.0	neutral	Acaso é Israel escravo, escravo de nascimento? Por que foi então que se tornou presa
JER.2.15	2	15	The young lions roared upon him, {and} yelled, and they made his land waste: his cities are burned without inhabitant. {yelled: Heb. gave out their voice}	-0.05	neutral	de leões que rugem e urram contra ela? Arrasaram a sua terra, queimaram as suas cidades e as deixaram desabitadas.
JER.2.16	2	16	Also the children of Noph and Tahapanes have broken the crown of thy head. {have...: or, feed on thy crown}	-0.4	negative	Até mesmo os homens de Mênfis e de Tafnes raparam o seu crânio.
JER.2.17	2	17	Hast thou not procured this unto thyself, in that thou hast forsaken the LORD thy God, when he led thee by the way?	0.0	neutral	Não foi você mesma a responsável pelo que lhe aconteceu, ao abandonar o Senhor, o seu Deus?
JER.2.18	2	18	And now what hast thou to do in the way of Egypt, to drink the waters of Sihor? or what hast thou to do in the way of Assyria, to drink the waters of the river?	0.0	neutral	Agora, por que você vai ao Egito para beber água do Nilo? E por que vai à Assíria para beber água do Eufrates?
JER.2.19	2	19	Thine own wickedness shall correct thee, and thy backslidings shall reprove thee: know therefore and see that {it is} an evil {thing} and bitter, that thou hast forsaken the LORD thy God, and that my fear {is} not in thee, saith the Lord GOD of hosts.	-0.1667	negative	"O seu crime a castigará e a sua rebelião a repreenderá. Compreenda e veja como é mau e amargo abandonar o Senhor, o seu Deus, e não ter temor de mim"", diz o Soberano, o Senhor dos Exércitos."
JER.2.20	2	20	For of old time I have broken thy yoke, {and} burst thy bands; and thou saidst, I will not transgress; when upon every high hill and under every green tree thou wanderest, playing the harlot. {transgress: or, serve}	-0.085	neutral	"""Há muito tempo, eu quebrei o seu jugo e despedacei as correias que a prendiam. Mas você disse: ""Eu não servirei! "" Ao contrário, em todo monte elevado e debaixo de toda árvore verdejante, você se deitava como uma prostituta."
JER.2.21	2	21	Yet I had planted thee a noble vine, wholly a right seed: how then art thou turned into the degenerate plant of a strange vine unto me?	0.2786	positive	Eu a plantei como uma videira seleta, de semente absolutamente pura. Como, então, contra mim você se tornou uma videira degenerada e selvagem?
JER.2.22	2	22	For though thou wash thee with nitre, and take thee much soap, {yet} thine iniquity is marked before me, saith the Lord GOD.	0.15	positive	"Mesmo que você se lave com soda e com muito sabão, a mancha da sua iniqüidade permanecerá diante de mim"", diz o Soberano Senhor."
JER.2.23	2	23	How canst thou say, I am not polluted, I have not gone after Baalim? see thy way in the valley, know what thou hast done: {thou art} a swift dromedary traversing her ways; {thou art...: or, O swift dromedary}	-0.75	negative	"""Como você pode dizer que não está contaminada e que não correu atrás dos baalins? Reveja o seu procedimento no vale e considere o que você tem feito. Você é como uma camela jovem e arisca que corre para todos os lados;"
JER.2.24	2	24	A wild ass used to the wilderness, {that} snuffeth up the wind at her pleasure; in her occasion who can turn her away? all they that seek her will not weary themselves; in her month they shall find her. {A wild...: or, O wild ass, etc} {used: Heb. taught} {her pleasure: Heb. the desire of her heart} {turn...: or, reverse it?}	0.1	neutral	como uma jumenta selvagem habituada ao deserto, cheirando o vento em seu desejo. Quem é capaz de controlá-la quando está no cio? Os machos que a procuram não precisam se cansar, porque logo encontrarão a que está no mês do cio.
JER.2.25	2	25	Withhold thy foot from being unshod, and thy throat from thirst: but thou saidst, There is no hope: no; for I have loved strangers, and after them will I go. {There...: or, Is the case desperate?}	0.05	neutral	Não deixe que os seus pés se esfolem nem que a sua garganta fique seca. Mas você disse: 'Não adianta! Eu amo os deuses estrangeiros, e continuarei a ir atrás deles'.
JER.2.26	2	26	As the thief is ashamed when he is found, so is the house of Israel ashamed; they, their kings, their princes, and their priests, and their prophets,	0.0	neutral	"""Assim como o ladrão fica envergonhado quando é apanhado em flagrante, também a comunidade de Israel ficará envergonhada: seus reis e oficiais, seus sacerdotes e profetas."
JER.2.27	2	27	Saying to a stock, Thou {art} my father; and to a stone, Thou hast brought me forth: for they have turned {their} back unto me, and not {their} face: but in the time of their trouble they will say, Arise, and save us. {brought...: or, begotten me} {their back: Heb. the hinder part of the neck}	-0.0667	neutral	Pois dizem à madeira: 'Você é meu pai' e à pedra: 'Você me deu à luz'. Voltaram para mim as costas e não o rosto, mas na hora da adversidade dizem: 'Vem salvar-nos! '
JER.2.28	2	28	But where {are} thy gods that thou hast made thee? let them arise, if they can save thee in the time of thy trouble: for {according to} the number of thy cities are thy gods, O Judah. {trouble: Heb. evil}	-0.4667	negative	E onde estão os deuses que você fabricou para si? Que eles venham, se puderem salvá-la na hora da adversidade! Porque os seus deuses são tão numerosos como as suas cidades, ó Judá!
JER.2.29	2	29	Wherefore will ye plead with me? ye all have transgressed against me, saith the LORD.	0.0	neutral	"""Por que vocês fazem denúncias contra mim? Todos vocês se rebelaram contra mim"", declara o Senhor."
JER.2.30	2	30	In vain have I smitten your children; they received no correction: your own sword hath devoured your prophets, like a destroying lion.	0.2	positive	"""De nada adiantou castigar o seu povo, eles não aceitaram a correção. A sua espada tem destruído os seus profetas como um leão devorador."
JER.2.31	2	31	O generation, see ye the word of the LORD. Have I been a wilderness unto Israel? a land of darkness? wherefore say my people, We are lords; we will come no more unto thee? {We are...: Heb. We have dominion}	-0.25	negative	"""Vocês, desta geração, considerem a palavra do Senhor: ""Tenho sido um deserto para Israel? Uma terra de grandes trevas? Por que o meu povo diz: 'Nós assumimos o controle! Não mais viremos a ti'?"
JER.2.32	2	32	Can a maid forget her ornaments, {or} a bride her attire? yet my people have forgotten me days without number.	0.0	neutral	Será que uma jovem se esquece das suas jóias, ou uma noiva, de seus enfeites nupciais? Contudo, o meu povo esqueceu-se de mim, por dias sem fim.
JER.2.33	2	33	Why trimmest thou thy way to seek love? therefore hast thou also taught the wicked ones thy ways.	0.5	positive	Com quanta habilidade você busca o amor! Mesmo as mulheres da pior espécie aprenderam com o seu procedimento.
JER.2.34	2	34	Also in thy skirts is found the blood of the souls of the poor innocents: I have not found it by secret search, but upon all these. {secret...: Heb. digging}	-0.4	negative	Nas suas roupas encontrou-se o sangue de pobres inocentes, os quais não foram flagrados arrombando casas. Contudo, apesar de tudo isso,
JER.2.35	2	35	Yet thou sayest, Because I am innocent, surely his anger shall turn from me. Behold, I will plead with thee, because thou sayest, I have not sinned.	0.1	neutral	você diz: 'Sou inocente; ele não está irado comigo'. Mas eu passarei sentença contra você porque você disse que não pecou.
JER.2.36	2	36	Why gaddest thou about so much to change thy way? thou also shalt be ashamed of Egypt, as thou wast ashamed of Assyria.	0.2	positive	Por que você não leva a sério a sua mudança de rumo? Você ficará decepcionada com o Egito, como ficou com a Assíria.
JER.2.37	2	37	Yea, thou shalt go forth from him, and thine hands upon thine head: for the LORD hath rejected thy confidences, and thou shalt not prosper in them.	0.0	neutral	Você também deixará aquele lugar, com as mãos na cabeça, pois o Senhor rejeitou aqueles em quem você confia; você não receberá a ajuda deles.
JER.3.1	3	1	They say, If a man put away his wife, and she go from him, and become another man's, shall he return unto her again? shall not that land be greatly polluted? but thou hast played the harlot with many lovers; yet return again to me, saith the LORD. {They say: Heb. Saying}	0.65	positive	"""Se um homem se divorciar de sua mulher, e, se ela, depois de deixá-lo, casar-se com outro homem, poderá o primeiro marido voltar para ela? Não seria a terra totalmente contaminada? Mas você tem se prostituído com muitos amantes e, agora, quer voltar para mim? "", pergunta o Senhor."
JER.3.2	3	2	Lift up thine eyes unto the high places, and see where thou hast not been lien with. In the ways hast thou sat for them, as the Arabian in the wilderness; and thou hast polluted the land with thy whoredoms and with thy wickedness.	0.16	positive	"""Olhe para o campo e veja: Há algum lugar onde você não foi desonrada? À beira do caminho você se assentou à espera de amantes, assentou-se como um nômade no deserto. Você contaminou a terra com sua prostituição e impiedade."
JER.3.3	3	3	Therefore the showers have been withholden, and there hath been no latter rain; and thou hadst a whore's forehead, thou refusedst to be ashamed.	0.0	neutral	Por isso as chuvas foram retidas, e não veio chuva na primavera. Mas você, apresentando-se declaradamente como prostituta, recusa-se a corar de vergonha.
JER.3.4	3	4	Wilt thou not from this time cry unto me, My father, thou {art} the guide of my youth?	0.0	neutral	Você não acabou de me chamar: 'Meu pai, amigo da minha juventude,
JER.3.5	3	5	Will he reserve {his anger} for ever? will he keep {it} to the end? Behold, thou hast spoken and done evil things as thou couldest.	-0.85	negative	"ficarás irado para sempre? Teu ressentimento permanecerá até o fim? ' É assim que você fala, mas faz todo o mal que pode. """
JER.3.6	3	6	The LORD said also unto me in the days of Josiah the king, Hast thou seen {that} which backsliding Israel hath done? she is gone up upon every high mountain and under every green tree, and there hath played the harlot.	-0.02	neutral	"Durante o reinado do rei Josias, o Senhor me disse: ""Você viu o que fez Israel, a infiel? Subiu todo monte elevado e foi para debaixo de toda árvore verdejante para prostituir-se."
JER.3.7	3	7	And I said after she had done all these {things}, Turn thou unto me. But she returned not. And her treacherous sister Judah saw {it}.	0.0	neutral	Depois de ter feito tudo isso, pensei que ela voltaria para mim, mas não voltou. E a sua irmã traidora, Judá, viu essas coisas.
JER.3.8	3	8	And I saw, when for all the causes whereby backsliding Israel committed adultery I had put her away, and given her a bill of divorce; yet her treacherous sister Judah feared not, but went and played the harlot also.	0.0	neutral	Viu também que dei à infiel Israel uma certidão de divórcio e a mandei embora, por causa de todos os seus adultérios. Entretanto, a sua irmã Judá, a traidora, e também se prostituiu, sem temor algum.
JER.3.9	3	9	And it came to pass through the lightness of her whoredom, that she defiled the land, and committed adultery with stones and with stocks. {lightness: or, fame}	0.0	neutral	E por ter feito pouco caso da imoralidade, Judá contaminou a terra, cometendo adultério com ídolos de pedra e madeira.
JER.3.10	3	10	And yet for all this her treacherous sister Judah hath not turned unto me with her whole heart, but feignedly, saith the LORD. {feignedly: Heb. in falsehood}	0.2	positive	"Apesar de tudo isso, sua irmã Judá, a traidora, não voltou para mim todo o coração, mas sim com fingimento"", declara o Senhor."
JER.3.11	3	11	And the LORD said unto me, The backsliding Israel hath justified herself more than treacherous Judah.	0.45	positive	"O Senhor me disse: ""Israel, a infiel, é melhor do que Judá, a traidora."
JER.3.12	3	12	Go and proclaim these words toward the north, and say, Return, thou backsliding Israel, saith the LORD; {and} I will not cause mine anger to fall upon you: for I {am} merciful, saith the LORD, {and} I will not keep {anger} for ever.	-0.7	negative	"Vá e proclame esta mensagem para os lados do norte: "" 'Volte, ó infiel Israel', declara o Senhor, 'Não mais franzirei a testa cheio de ira contra vocês, pois eu sou fiel', declara o Senhor, 'Não ficarei irado para sempre."
JER.3.13	3	13	Only acknowledge thine iniquity, that thou hast transgressed against the LORD thy God, and hast scattered thy ways to the strangers under every green tree, and ye have not obeyed my voice, saith the LORD.	-0.1	neutral	"Mas reconheça o seu pecado: você se rebelou contra o Senhor, o seu Deus, e ofereceu os seus favores a deuses estranhos, debaixo de toda árvore verdejante, e não me obedeceu' "", declara o Senhor."
JER.3.14	3	14	Turn, O backsliding children, saith the LORD; for I am married unto you: and I will take you one of a city, and two of a family, and I will bring you to Zion:	0.25	positive	"""Voltem, filhos rebeldes! Pois eu sou o senhor de vocês"", declara o Senhor. ""Tomarei vocês, um de cada cidade e dois de cada clã, e os trarei de volta a Sião."
JER.3.15	3	15	And I will give you pastors according to mine heart, which shall feed you with knowledge and understanding.	0.0	neutral	Então eu lhes darei governantes conforme a minha vontade, que os dirigirão com sabedoria e com entendimento.
JER.3.16	3	16	And it shall come to pass, when ye be multiplied and increased in the land, in those days, saith the LORD, they shall say no more, The ark of the covenant of the LORD: neither shall it come to mind: neither shall they remember it; neither shall they visit {it}; neither shall {that} be done any more. {come to mind: Heb. come upon the heart} {that...: or, it be magnified}	0.125	positive	"Quando vocês aumentarem e se multiplicarem na sua terra naqueles dias"", declara o Senhor, ""não dirão mais: 'A arca da aliança do Senhor'. Não pensarão mais nisso nem se lembrarão dela; não sentirão sua falta nem será feita outra arca."
JER.3.17	3	17	At that time they shall call Jerusalem the throne of the LORD; and all the nations shall be gathered unto it, to the name of the LORD, to Jerusalem: neither shall they walk any more after the imagination of their evil heart. {imagination: or, stubbornness}	-0.25	negative	Naquela época, chamarão Jerusalém 'O Trono do Senhor', e todas as nações se reunirão para honrar o nome do Senhor em Jerusalém. Não mais viverão segundo a obstinação de seus corações para fazer o mal.
JER.3.18	3	18	In those days the house of Judah shall walk with the house of Israel, and they shall come together out of the land of the north to the land that I have given for an inheritance unto your fathers. {with: or, to} {given...: or, caused your fathers to possess}	0.0	neutral	"Naqueles dias a comunidade de Judá caminhará com a comunidade de Israel, e juntas voltarão do norte para a terra que dei como herança aos seus antepassados. """
JER.3.19	3	19	But I said, How shall I put thee among the children, and give thee a pleasant land, a goodly heritage of the hosts of nations? and I said, Thou shalt call me, My father; and shalt not turn away from me. {from me: Heb. from after me} {a goodly...: Heb. an heritage of glory, or, beauty} {pleasant...: Heb. land of desire}	0.7167	positive	"""Eu mesmo disse: ""Com que alegria eu a trataria como se tratam filhos e lhe daria uma terra aprazível, a mais bela herança entre as nações. Pensei que você me chamaria de 'Pai' e que não deixaria de seguir-me."
JER.3.20	3	20	Surely {as} a wife treacherously departeth from her husband, so have ye dealt treacherously with me, O house of Israel, saith the LORD. {husband: Heb. friend}	0.5	positive	"Mas, como a mulher que trai o marido, assim vocês têm sido infiéis comigo, ó comunidade de Israel"", declara o Senhor."
JER.3.21	3	21	A voice was heard upon the high places, weeping {and} supplications of the children of Israel: for they have perverted their way, {and} they have forgotten the LORD their God.	0.16	positive	Ouve-se um choro no campo, o pranto de súplica dos israelitas, porque perverteram os seus caminhos e esqueceram o Senhor, o seu Deus.
JER.3.22	3	22	Return, ye backsliding children, {and} I will heal your backslidings. Behold, we come unto thee; for thou {art} the LORD our God.	0.0	neutral	"""Voltem, filhos rebeldes! Eu os curarei da sua rebeldia. ""Sim! Nós viremos a ti, pois tu és o Senhor, o nosso Deus."
JER.3.23	3	23	Truly in vain {is salvation hoped for} from the hills, {and from} the multitude of mountains: truly in the LORD our God {is} the salvation of Israel.	0.0	neutral	De fato, a agitação idólatra nas colinas e o murmúrio nos montes é um engano. No Senhor, no nosso Deus, está a salvação de Israel.
JER.3.24	3	24	For shame hath devoured the labour of our fathers from our youth; their flocks and their herds, their sons and their daughters.	0.0	neutral	Desde a nossa juventude, Baal, o deus da vergonha, tem consumido o fruto do trabalho dos nossos antepassados: as ovelhas, os bois, os seus filhos e as suas filhas.
JER.3.25	3	25	We lie down in our shame, and our confusion covereth us: for we have sinned against the LORD our God, we and our fathers, from our youth even unto this day, and have not obeyed the voice of the LORD our God.	-0.1556	negative	"Seja a vergonha a nossa cama e a desonra, o nosso cobertor. Pecamos contra o Senhor, o nosso Deus, tanto nós como os nossos antepassados, desde a nossa juventude até ao dia de hoje; e não temos obedecido ao Senhor, ao nosso Deus. """
JER.4.1	4	1	If thou wilt return, O Israel, saith the LORD, return unto me: and if thou wilt put away thine abominations out of my sight, then shalt thou not remove.	0.0	neutral	"""Se você voltar, ó Israel, volte para mim"", diz o Senhor. ""Se você afastar para longe de minha vista os seus ídolos detestáveis, e não se desviar,"
JER.4.2	4	2	And thou shalt swear, The LORD liveth, in truth, in judgment, and in righteousness; and the nations shall bless themselves in him, and in him shall they glory.	0.0	neutral	"se você jurar pelo nome do Senhor, com fidelidade, justiça e retidão, então as nações serão por ele abençoadas e nele se gloriarão. """
JER.4.3	4	3	For thus saith the LORD to the men of Judah and Jerusalem, Break up your fallow ground, and sow not among thorns.	0.0	neutral	"Assim diz o Senhor ao povo de Judá e de Jerusalém: ""Lavrem seus campos não arados e não semeiem entre espinhos."
JER.4.4	4	4	Circumcise yourselves to the LORD, and take away the foreskins of your heart, ye men of Judah and inhabitants of Jerusalem: lest my fury come forth like fire, and burn that none can quench {it}, because of the evil of your doings.	-1.0	negative	Purifiquem-se para o Senhor, sejam fiéis à aliança, homens de Judá e habitantes de Jerusalém! Se não fizerem isso, a minha ira se acenderá e queimará como fogo, por causa do mal que vocês fizeram; queimará e ninguém conseguirá apagá-la.
JER.4.5	4	5	Declare ye in Judah, and publish in Jerusalem; and say, Blow ye the trumpet in the land: cry, gather together, and say, Assemble yourselves, and let us go into the defenced cities.	0.0	neutral	"""Anunciem em Judá! Proclamem em Jerusalém: 'Toquem a trombeta por toda esta terra! ' Gritem bem alto e digam: 'Reúnam-se! Fujamos para as cidades fortificadas! '"
JER.4.6	4	6	Set up the standard toward Zion: retire, stay not: for I will bring evil from the north, and a great destruction. {retire: or, strengthen} {destruction: Heb. breaking}	-0.0667	neutral	"Ergam o sinal indicando Sião. Fujam sem demora em busca de abrigo! Porque do Norte eu estou trazendo desgraça, uma grande destruição""."
JER.4.7	4	7	The lion is come up from his thicket, and the destroyer of the Gentiles is on his way; he is gone forth from his place to make thy land desolate; {and} thy cities shall be laid waste, without an inhabitant.	-0.2	negative	Um leão saiu da sua toca, um destruidor de nações se pôs a caminho. Ele saiu de onde vive para arrasar a sua terra. Suas cidades ficarão em ruínas e sem habitantes.
JER.4.8	4	8	For this gird you with sackcloth, lament and howl: for the fierce anger of the LORD is not turned back from us.	-0.35	negative	Por isso, ponham vestes de lamento, chorem e gritem, pois o fogo da ira do Senhor não se desviou de nós.
JER.4.9	4	9	And it shall come to pass at that day, saith the LORD, {that} the heart of the king shall perish, and the heart of the princes; and the priests shall be astonished, and the prophets shall wonder.	0.0	neutral	"""Naquele dia"", diz o Senhor, ""o rei e os seus oficiais perderão a coragem, os sacerdotes ficarão horrorizados e os profetas, perplexos. """
JER.4.10	4	10	Then said I, Ah, Lord GOD! surely thou hast greatly deceived this people and Jerusalem, saying, Ye shall have peace; whereas the sword reacheth unto the soul.	0.65	positive	"Então eu disse: ""Ah, Soberano Senhor, como enganaste completamente este povo e a Jerusalém dizendo: 'Vocês terão paz', quando a espada está em nossa garganta""."
JER.4.11	4	11	At that time shall it be said to this people and to Jerusalem, A dry wind of the high places in the wilderness toward the daughter of my people, not to fan, nor to cleanse,	0.0467	neutral	"Naquela época será dito a este povo e a Jerusalém: ""Um vento escaldante, que vem das dunas do deserto, sopra na direção da minha filha, do meu povo, mas não para peneirar nem para limpar."
JER.4.12	4	12	{Even} a full wind from those {places} shall come unto me: now also will I give sentence against them. {a full...: or, a fuller wind than those} {give...: Heb. utter judgments}	0.2333	positive	"É um vento forte demais, que vem da minha parte. Agora eu pronunciarei as minhas sentenças contra eles""."
JER.4.13	4	13	Behold, he shall come up as clouds, and his chariots {shall be} as a whirlwind: his horses are swifter than eagles. Woe unto us! for we are spoiled.	0.0	neutral	Vejam! Ele avança como as nuvens; os seus carros de guerra são como um furacão e os seus cavalos são mais velozes do que as águias. Ai de nós! Estamos perdidos!
JER.4.14	4	14	O Jerusalem, wash thine heart from wickedness, that thou mayest be saved. How long shall thy vain thoughts lodge within thee?	-0.05	neutral	Ó Jerusalém, lave o mal do seu coração para que você seja salva. Até quando você vai acolher projetos malignos no íntimo?
JER.4.15	4	15	For a voice declareth from Dan, and publisheth affliction from mount Ephraim.	0.0	neutral	Ouve-se uma voz proclamando desde Dã, desde os montes de Efraim se anuncia calamidade.
