verse_id	chapter	verse	text_en	polarity_en	label_en	text_pt
1CH.28.10	28	10	Take heed now; for the LORD hath chosen thee to build an house for the sanctuary: be strong, and do {it}.	0.4333	positive	"Veja que o Senhor o escolheu para construir um templo que me sirva de santuário. Seja forte e mãos ao trabalho! """
1CH.28.11	28	11	Then David gave to Solomon his son the pattern of the porch, and of the houses thereof, and of the treasuries thereof, and of the upper chambers thereof, and of the inner parlours thereof, and of the place of the mercy seat,	0.0	neutral	Então Davi deu a seu filho Salomão a planta do pórtico do templo, para os seus edifícios, para os seus depósitos, para os andares superiores e suas salas, e para o lugar do propiciatório.
1CH.28.12	28	12	And the pattern of all that he had by the spirit, of the courts of the house of the LORD, and of all the chambers round about, of the treasuries of the house of God, and of the treasuries of the dedicated things: {of all that...: Heb. of all that was with him}	-0.475	negative	Entregou-lhe também as plantas de tudo o que o Espírito havia posto em seu coração acerca dos pátios do templo do Senhor e de todas as salas ao redor, para os depósitos dos tesouros do templo de Deus e para os depósitos das dádivas sagradas.
1CH.28.13	28	13	Also for the courses of the priests and the Levites, and for all the work of the service of the house of the LORD, and for all the vessels of service in the house of the LORD.	0.0	neutral	Deu-lhe instruções sobre as divisões dos sacerdotes e dos levitas, e sobre à execução de todas as tarefas no templo do Senhor, e os utensílios que seriam utilizados.
1CH.28.14	28	14	{He gave} of gold by weight for {things} of gold, for all instruments of all manner of service; {silver also} for all instruments of silver by weight, for all instruments of every kind of service:	0.6	positive	Determinou o peso do ouro para todos os utensílios de ouro e o peso da prata para todos os utensílios de prata que seriam utilizados nas diferentes tarefas:
1CH.28.15	28	15	Even the weight for the candlesticks of gold, and for their lamps of gold, by weight for every candlestick, and for the lamps thereof: and for the candlesticks of silver by weight, {both} for the candlestick, and {also} for the lamps thereof, according to the use of every candlestick.	0.0	neutral	o peso de ouro para cada candelabro e suas lâmpadas; e o peso de prata para cada candelabro de prata e suas lâmpadas, de acordo com a finalidade de cada um;
1CH.28.16	28	16	And by weight {he gave} gold for the tables of shewbread, for every table; and {likewise} silver for the tables of silver:	0.0	neutral	o peso de ouro para cada mesa de pães consagrados; o peso de prata para as mesas de prata;
1CH.28.17	28	17	Also pure gold for the fleshhooks, and the bowls, and the cups: and for the golden basons {he gave gold} by weight for every bason; and {likewise silver} by weight for every bason of silver:	0.2571	positive	o peso de ouro puro para os garfos, para as bacias de aspersão e para os jarros; o peso de ouro para cada tigela de ouro; o peso de prata para cada tigela de prata;
1CH.28.18	28	18	And for the altar of incense refined gold by weight; and gold for the pattern of the chariot of the cherubims, that spread out {their wings}, and covered the ark of the covenant of the LORD.	0.0	neutral	e o peso de ouro refinado para o altar de incenso. Também lhe deu o desenho do carro dos querubins de ouro que, com suas asas estendidas, abrigam a arca da aliança do Senhor.
1CH.28.19	28	19	All {this, said David}, the LORD made me understand in writing by {his} hand upon me, {even} all the works of this pattern.	0.0	neutral	"""Tudo isso"", disse Davi a Salomão, ""foi me dado por escrito pela mão do Senhor, e ele me deu entendimento para executar todos esses projetos. """
1CH.28.20	28	20	And David said to Solomon his son, Be strong and of good courage, and do {it}: fear not, nor be dismayed: for the LORD God, {even} my God, {will be} with thee; he will not fail thee, nor forsake thee, until thou hast finished all the work for the service of the house of the LORD.	0.4611	positive	"E acrescentou: ""Seja forte e corajoso! Mãos ao trabalho! Não tenha medo nem se desanime, pois Deus, o Senhor, o meu Deus, está com você. Ele não o deixará nem o abandonará até que se termine toda a construção do templo do Senhor."
