verse_id	chapter	verse	text_en	polarity_en	label_en	text_pt
1CH.8.25	8	25	And Iphedeiah, and Penuel, the sons of Shashak;	0.0	neutral	Ifdéias e Penuel foram descendentes de Sasaque.
1CH.8.26	8	26	And Shamsherai, and Shehariah, and Athaliah,	0.0	neutral	Sanserai, Searias, Atalias,
1CH.8.27	8	27	And Jaresiah, and Eliah, and Zichri, the sons of Jeroham.	0.0	neutral	Jaaresias, Elias e Zicri foram descendentes de Jeroão.
1CH.8.28	8	28	These {were} heads of the fathers, by their generations, chief {men}. These dwelt in Jerusalem.	0.0	neutral	Todos esses foram chefes de famílias, líderes conforme alistados em suas genealogias, e moravam em Jerusalém.
1CH.8.29	8	29	And at Gibeon dwelt the father of Gibeon; whose wife's name {was} Maachah: {father...: also called Jehiel}	-0.75	negative	Jeiel, pai de Gibeom morou na cidade de Gibeom. O nome de sua mulher era Maaca,
1CH.8.30	8	30	And his firstborn son Abdon, and Zur, and Kish, and Baal, and Nadab,	0.0	neutral	o de seu filho mais velho, Abdom, e o de seus outros filhos, Zur, Quis, Baal, Ner, Nadabe,
1CH.8.31	8	31	And Gedor, and Ahio, and Zacher. {Zacher: or, Zechariah}	0.0	neutral	Gedor, Aiô, Zequer
1CH.8.32	8	32	And Mikloth begat Shimeah. And these also dwelt with their brethren in Jerusalem, over against them. {Shimeah: or, Shimeam}	0.0	neutral	e Miclote, que gerou Siméia. Eles também moravam perto de seus parentes, em Jerusalém.
1CH.8.33	8	33	And Ner begat Kish, and Kish begat Saul, and Saul begat Jonathan, and Malchishua, and Abinadab, and Eshbaal. {Abinadab: also called, Ishui} {Eshbaal: or, Ishbosheth}	0.0	neutral	Ner gerou Quis, que gerou Saul. Saul gerou Jônatas, Malquisua, Abinadabe e Esbaal.
1CH.8.34	8	34	And the son of Jonathan {was} Meribbaal; and Meribbaal begat Micah. {Meribbaal: or, Mephibosheth}	0.0	neutral	O filho de Jônatas foi Meribe-Baal, que gerou Mica.
1CH.8.35	8	35	And the sons of Micah {were}, Pithon, and Melech, and Tarea, and Ahaz. {Tarea: or, Tahrea}	0.0	neutral	Estes foram os filhos de Mica: Pitom, Meleque, Taréia e Acaz.
1CH.8.36	8	36	And Ahaz begat Jehoadah; and Jehoadah begat Alemeth, and Azmaveth, and Zimri; and Zimri begat Moza, {Jehoadah: also called, Jarah}	0.0	neutral	Acaz gerou Jeoada, Jeoada gerou Alemete, Azmavete e Zinri, e Zinri gerou Mosa.
1CH.8.37	8	37	And Moza begat Binea: Rapha {was} his son, Eleasah his son, Azel his son: {Rapha: also called, Rephaiah}	-0.75	negative	Mosa gerou Bineá, pai de Rafa, que foi o pai de Eleasa, pai de Azel.
1CH.8.38	8	38	And Azel had six sons, whose names {are} these, Azrikam, Bocheru, and Ishmael, and Sheariah, and Obadiah, and Hanan. All these {were} the sons of Azel.	0.0	neutral	Azel teve seis filhos chamados Azricão, Bocru, Ismael, Searias, Obadias e Hanã. Todos esses foram filhos de Azel.
1CH.8.39	8	39	And the sons of Eshek his brother {were}, Ulam his firstborn, Jehush the second, and Eliphelet the third.	0.0	neutral	Estes foram os filhos de Eseque, seu irmão: Ulão, o mais velho, Jeús, o segundo e Elifelete, o terceiro.
1CH.8.40	8	40	And the sons of Ulam were mighty men of valour, archers, and had many sons, and sons' sons, an hundred and fifty. All these {are} of the sons of Benjamin.	0.45	positive	Os filhos de Ulão eram soldados valentes e bons flecheiros. Tiveram muitos filhos e netos; eram cento e cinqüenta ao todo. Todos esses foram descendentes de Benjamim.
1CH.9.1	9	1	So all Israel were reckoned by genealogies; and, behold, they {were} written in the book of the kings of Israel and Judah, {who} were carried away to Babylon for their transgression.	0.0	neutral	Todos os israelitas foram alistados nas genealogias dos registros históricos dos reis de Israel. O povo de Judá foi levado prisioneiro para a Babilônia por sua infidelidade.
1CH.9.2	9	2	Now the first inhabitants that {dwelt} in their possessions in their cities {were}, the Israelites, the priests, Levites, and the Nethinims.	0.25	positive	Os primeiros a voltarem às suas propriedades e às suas cidades foram algumas pessoas do povo e alguns sacerdotes, levitas e servidores do templo.
1CH.9.3	9	3	And in Jerusalem dwelt of the children of Judah, and of the children of Benjamin, and of the children of Ephraim, and Manasseh;	0.0	neutral	Os de Judá, de Benjamim e de Efraim e Manassés que se instalaram em Jerusalém foram:
1CH.9.4	9	4	Uthai the son of Ammihud, the son of Omri, the son of Imri, the son of Bani, of the children of Pharez the son of Judah.	0.0	neutral	Utai, filho de Amiúde, neto de Onri, bisneto de Inri e trineto de Bani, um descendente de Perez, filho de Judá.
1CH.9.5	9	5	And of the Shilonites; Asaiah the firstborn, and his sons.	0.0	neutral	Dos descendentes de Selá: O primogênito Asaías com seus filhos.
1CH.9.6	9	6	And of the sons of Zerah; Jeuel, and their brethren, six hundred and ninety.	0.0	neutral	Dos descendentes de Zerá: Jeuel. Os de Judá chegaram a 690.
1CH.9.7	9	7	And of the sons of Benjamin; Sallu the son of Meshullam, the son of Hodaviah, the son of Hasenuah,	0.0	neutral	Dos benjamitas: Salu, filho de Mesulão, neto de Hodavias e bisneto de Hassenua;
1CH.9.8	9	8	And Ibneiah the son of Jeroham, and Elah the son of Uzzi, the son of Michri, and Meshullam the son of Shephathiah, the son of Reuel, the son of Ibnijah;	0.0	neutral	Ibnéias, filho de Jeroão; Elá, filho de Uzi, filho de Micri; e Mesulão, filho de Sefatias, filho de Reuel, filho de Ibnias.
1CH.9.9	9	9	And their brethren, according to their generations, nine hundred and fifty and six. All these men {were} chief of the fathers in the house of their fathers.	0.0	neutral	Da tribo de Benjamim, relacionados em sua genealogia, eram 956. Todos esses homens eram chefes de suas famílias.
1CH.9.10	9	10	And of the priests; Jedaiah, and Jehoiarib, and Jachin,	0.0	neutral	Dos sacerdotes: Jedaías, Jeoiaribe, Jaquim;
1CH.9.11	9	11	And Azariah the son of Hilkiah, the son of Meshullam, the son of Zadok, the son of Meraioth, the son of Ahitub, the ruler of the house of God; {Azariah: also called, Seraiah}	0.0	neutral	Azarias, filho de Hilquias, neto de Mesulão, bisneto de Zadoque, trineto de Meraiote e tetraneto de Aitube, o líder encarregado do templo de Deus;
1CH.9.12	9	12	And Adaiah the son of Jeroham, the son of Pashur, the son of Malchijah, and Maasiai the son of Adiel, the son of Jahzerah, the son of Meshullam, the son of Meshillemith, the son of Immer;	0.0	neutral	Adaías, filho de Jeroão, neto de Pasur e bisneto de Malquias; e Masai, filho de Adiel, neto de Jazera, bisneto de Mesulão, trineto de Mesilemite e tetraneto de Imer.
1CH.9.13	9	13	And their brethren, heads of the house of their fathers, a thousand and seven hundred and threescore; very able men for the work of the service of the house of God. {very...: Heb. mighty men of valour}	0.4167	positive	O número de sacerdotes que eram chefes de famílias era 1. 760. Eram homens capazes, e sua responsabilidade era ministrar no templo de Deus.
1CH.9.14	9	14	And of the Levites; Shemaiah the son of Hasshub, the son of Azrikam, the son of Hashabiah, of the sons of Merari;	0.0	neutral	Dos levitas: Semaías, filho de Hassube, neto de Azricão e bisneto de Hasabias, um merarita;
1CH.9.15	9	15	And Bakbakkar, Heresh, and Galal, and Mattaniah the son of Micah, the son of Zichri, the son of Asaph;	0.0	neutral	Baquebacar, Heres, Galal e Matanias, filho de Mica, neto de Zicri e bisneto de Asafe;
1CH.9.16	9	16	And Obadiah the son of Shemaiah, the son of Galal, the son of Jeduthun, and Berechiah the son of Asa, the son of Elkanah, that dwelt in the villages of the Netophathites.	0.0	neutral	Obadias, filho de Semaías, neto de Galal e bisneto de Jedutum; e Berequias, filho de Asa e neto de Elcana, que vivia nos povoados dos netofatitas.
1CH.9.17	9	17	And the porters {were}, Shallum, and Akkub, and Talmon, and Ahiman, and their brethren: Shallum {was} the chief;	0.0	neutral	Os guardas das portas eram: Salum, o chefe, Acube, Talmom, Aimã e os irmãos deles, sendo até hoje
1CH.9.18	9	18	Who hitherto {waited} in the king's gate eastward: they {were} porters in the companies of the children of Levi.	0.0	neutral	os guardas da porta do Rei, a leste. Salum era o chefe. Esses eram os guardas das portas que pertenciam ao acampamento dos levitas.
1CH.9.19	9	19	And Shallum the son of Kore, the son of Ebiasaph, the son of Korah, and his brethren, of the house of his father, the Korahites, {were} over the work of the service, keepers of the gates of the tabernacle: and their fathers, {being} over the host of the LORD, {were} keepers of the entry. {gates: Heb. thresholds}	0.0	neutral	Salum, filho de Coré, neto de Ebiasafe e bisneto de Corá, e seus parentes, os coreítas, guardas das portas, responsáveis por guardar as entradas da Tenda, como os seus antepassados tinham sido responsáveis por guardar a entrada da habitação do Senhor.
1CH.9.20	9	20	And Phinehas the son of Eleazar was the ruler over them in time past, {and} the LORD {was} with him.	-0.25	negative	Naquela época, Finéias, filho de Eleazar, estivera encarregado dos guardas das portas, e o Senhor estava com ele.
1CH.9.21	9	21	{And} Zechariah the son of Meshelemiah {was} porter of the door of the tabernacle of the congregation.	0.0	neutral	Zacarias, filho de Meselemias, era o guarda das portas da entrada da Tenda do Encontro.
1CH.9.22	9	22	All these {which were} chosen to be porters in the gates {were} two hundred and twelve. These were reckoned by their genealogy in their villages, whom David and Samuel the seer did ordain in their set office. {did...: Heb. founded} {set...: or, trust}	0.0	neutral	A soma total dos escolhidos para serem guardas das portas, registrados nas genealogias dos seus povoados, era de 212. Eles haviam sido designados para esses postos de confiança por Davi e pelo vidente Samuel.
1CH.9.23	9	23	So they and their children {had} the oversight of the gates of the house of the LORD, {namely}, the house of the tabernacle, by wards.	0.0	neutral	Eles e os seus descendentes foram encarregados de vigiar as portas do templo do Senhor, o templo chamado Tenda.
1CH.9.24	9	24	In four quarters were the porters, toward the east, west, north, and south.	0.0	neutral	Os guardas vigiavam as portas nos quatro lados: norte, sul, leste e oeste.
1CH.9.25	9	25	And their brethren, {which were} in their villages, {were} to come after seven days from time to time with them.	0.0	neutral	Seus parentes, residentes em seus povoados, tinham que vir de tempos em tempos e trabalhar com eles por períodos de sete dias.
1CH.9.26	9	26	For these Levites, the four chief porters, were in {their} set office, and were over the chambers and treasuries of the house of God. {set...: or, trust} {chambers: or, storehouses}	0.0	neutral	Mas os quatro principais guardas das portas, que eram levitas, receberam a responsabilidade de tomar conta das salas e da tesouraria do templo de Deus.
1CH.9.27	9	27	And they lodged round about the house of God, because the charge {was} upon them, and the opening thereof every morning {pertained} to them.	-0.2	negative	Eles passavam a noite perto do templo de Deus, pois tinham o dever de vigiá-la e de abrir as portas todas as manhãs.
1CH.9.28	9	28	And {certain} of them had the charge of the ministering vessels, that they should bring them in and out by tale. {bring...: Heb. bring them in by tale, and carry them out by tale}	0.2143	positive	Alguns levitas estavam encarregados dos utensílios utilizados no culto no templo; eles os contavam quando eram retirados e quando eram devolvidos.
1CH.9.29	9	29	{Some} of them also {were} appointed to oversee the vessels, and all the instruments of the sanctuary, and the fine flour, and the wine, and the oil, and the frankincense, and the spices. {instruments: or, vessels}	0.4167	positive	Outros eram responsáveis pelos móveis e por todos os demais utensílios do santuário, bem como pela farinha, pelo vinho, pelo óleo, pelo incenso e pelas especiarias.
1CH.9.30	9	30	And {some} of the sons of the priests made the ointment of the spices.	0.0	neutral	E ainda outros cuidavam da manipulação das especiarias.
1CH.9.31	9	31	And Mattithiah, {one} of the Levites, who {was} the firstborn of Shallum the Korahite, had the set office over the things that were made in the pans. {set...: or, trust} {in...: or, on flat plates, or, slices}	-0.025	neutral	Um levita chamado Matitias, filho mais velho do coreíta Salum, tinha a responsabilidade de assar os pães para as ofertas.
1CH.9.32	9	32	And {other} of their brethren, of the sons of the Kohathites, {were} over the shewbread, to prepare {it} every sabbath. {shewbread: Heb. bread of ordering}	-0.125	negative	E dentre os coatitas, seus irmãos, alguns estavam encarregados de preparar os pães que são postos sobre a mesa todo sábado.
1CH.9.33	9	33	And these {are} the singers, chief of the fathers of the Levites, {who remaining} in the chambers {were} free: for they were employed in {that} work day and night. {they...: Heb. upon them}	0.4	positive	Os cantores, chefes de famílias levitas, permaneciam nas salas do templo e estavam isentos de outros deveres, pois dia e noite se dedicavam à sua própria tarefa.
1CH.9.34	9	34	These chief fathers of the Levites {were} chief throughout their generations; these dwelt at Jerusalem.	0.0	neutral	Todos esses eram chefes de famílias levitas, alistados como líderes em suas genealogias, e moravam em Jerusalém.
1CH.9.35	9	35	And in Gibeon dwelt the father of Gibeon, Jehiel, whose wife's name {was} Maachah:	0.0	neutral	Jeiel, pai de Gibeom, morava em Gibeom. O nome de sua mulher era Maaca,
1CH.9.36	9	36	And his firstborn son Abdon, then Zur, and Kish, and Baal, and Ner, and Nadab,	0.0	neutral	e o de seu filho mais velho, Abdom. Depois nasceram Zur, Quis, Baal, Ner, Nadabe,
1CH.9.37	9	37	And Gedor, and Ahio, and Zechariah, and Mikloth.	0.0	neutral	Gedor, Aiô, Zacarias e Miclote.
1CH.9.38	9	38	And Mikloth begat Shimeam. And they also dwelt with their brethren at Jerusalem, over against their brethren.	0.0	neutral	Miclote gerou Siméia. Eles também moravam perto de seus parentes em Jerusalém.
1CH.9.39	9	39	And Ner begat Kish; and Kish begat Saul; and Saul begat Jonathan, and Malchishua, and Abinadab, and Eshbaal.	0.0	neutral	Ner gerou Quis, Quis gerou Saul, Saul gerou Jônatas, Malquisua, Abinadabe e Esbaal.
1CH.9.40	9	40	And the son of Jonathan {was} Meribbaal: and Meribbaal begat Micah.	0.0	neutral	Este foi o filho de Jônatas: Meribe-Baal, que gerou Mica.
1CH.9.41	9	41	And the sons of Micah {were}, Pithon, and Melech, and Tahrea, {and Ahaz}.	0.0	neutral	Estes foram os filhos de Mica: Pitom, Meleque, Taréia e Acaz.
1CH.9.42	9	42	And Ahaz begat Jarah; and Jarah begat Alemeth, and Azmaveth, and Zimri; and Zimri begat Moza;	0.0	neutral	Acaz gerou Jadá, Jadá gerou Alemete, Azmavete e Zinri, e Zinri gerou Mosa.
1CH.9.43	9	43	And Moza begat Binea; and Rephaiah his son, Eleasah his son, Azel his son.	0.0	neutral	Mosa gerou Bineá, cujo filho foi Refaías, o filho deste foi Eleasa, pai de Azel.
1CH.9.44	9	44	And Azel had six sons, whose names {are} these, Azrikam, Bocheru, and Ishmael, and Sheariah, and Obadiah, and Hanan: these {were} the sons of Azel.	0.0	neutral	Azel teve seis filhos, e os nomes deles foram: Azricão, Bocru, Ismael, Searias, Obadias e Hanã. Esses foram os filhos de Azel.
1CH.10.1	10	1	Now the Philistines fought against Israel; and the men of Israel fled from before the Philistines, and fell down slain in mount Gilboa. {slain: or, wounded}	-0.1556	negative	E aconteceu que, em combate com os filisteus, os israelitas foram postos em fuga, e muitos caíram mortos no monte Gilboa.
1CH.10.2	10	2	And the Philistines followed hard after Saul, and after his sons; and the Philistines slew Jonathan, and Abinadab, and Malchishua, the sons of Saul. {Abinadab: also called, Ishui}	-0.2917	negative	Os filisteus perseguiram Saul e seus filhos, e mataram Jônatas, Abinadabe e Malquisua, filhos de Saul.
1CH.10.3	10	3	And the battle went sore against Saul, and the archers hit him, and he was wounded of the archers. {and the archers: Heb. and the shooters with bows} {hit: Heb. found}	0.0	neutral	O combate foi se tornando cada vez mais violento em torno de Saul, até que os flecheiros o alcançaram e o feriram gravemente.
1CH.10.4	10	4	Then said Saul to his armourbearer, Draw thy sword, and thrust me through therewith; lest these uncircumcised come and abuse me. But his armourbearer would not; for he was sore afraid. So Saul took a sword, and fell upon it. {abuse me: or, mock me}	-0.6	negative	"Então Saul ordenou ao seu escudeiro: ""Tire sua espada e mate-me com ela, senão sofrerei a vergonha de cair nas mãos desses incircuncisos"". Mas o seu escudeiro estava apavorado e não quis fazê-lo. Saul, então, apanhou a própria espada e jogou-se sobre ela."
1CH.10.5	10	5	And when his armourbearer saw that Saul was dead, he fell likewise on the sword, and died.	-0.2	negative	Quando o escudeiro viu que Saul estava morto, jogou-se também sobre sua espada e morreu.
1CH.10.6	10	6	So Saul died, and his three sons, and all his house died together.	0.0	neutral	Dessa maneira Saul e seus três filhos morreram, e, assim, toda a descendência real.
1CH.10.7	10	7	And when all the men of Israel that {were} in the valley saw that they fled, and that Saul and his sons were dead, then they forsook their cities, and fled: and the Philistines came and dwelt in them.	-0.2	negative	Quando os israelitas que habitavam no vale viram que o exército tinha fugido e que Saul e seus filhos estavam mortos, fugiram abandonando suas cidades. Depois os filisteus foram ocupá-las.
1CH.10.8	10	8	And it came to pass on the morrow, when the Philistines came to strip the slain, that they found Saul and his sons fallen in mount Gilboa.	0.0	neutral	No dia seguinte, quando os filisteus foram saquear os mortos, encontraram Saul e seus filhos caídos no monte Gilboa.
1CH.10.9	10	9	And when they had stripped him, they took his head, and his armour, and sent into the land of the Philistines round about, to carry tidings unto their idols, and to the people.	-0.2	negative	Cortaram a cabeça de Saul, pegaram suas armas e enviaram mensageiros por toda a terra dos filisteus proclamando a notícia entre os seus ídolos e o seu povo.
1CH.10.10	10	10	And they put his armour in the house of their gods, and fastened his head in the temple of Dagon.	0.0	neutral	Expuseram suas armas num dos templos dos seus deuses e penduraram sua cabeça no templo de Dagom.
1CH.10.11	10	11	And when all Jabeshgilead heard all that the Philistines had done to Saul,	0.0	neutral	Quando os habitantes de Jabes-Gileade ficaram sabendo o que os filisteus haviam feito com Saul,
1CH.10.12	10	12	They arose, all the valiant men, and took away the body of Saul, and the bodies of his sons, and brought them to Jabesh, and buried their bones under the oak in Jabesh, and fasted seven days.	0.0	neutral	os mais corajosos dentre eles foram e apanharam os corpos de Saul e de seus filhos e os levaram a Jabes. Lá sepultaram seus ossos sob a Grande Árvore, e jejuaram por sete dias.
1CH.10.13	10	13	So Saul died for his transgression which he committed against the LORD, {even} against the word of the LORD, which he kept not, and also for asking {counsel} of {one that had} a familiar spirit, to enquire {of it}; {committed: Heb. transgressed}	0.375	positive	Saul morreu porque foi infiel ao Senhor; não guardou a palavra do Senhor e chegou a consultar uma médiun em busca de orientação,
1CH.10.14	10	14	And enquired not of the LORD: therefore he slew him, and turned the kingdom unto David the son of Jesse. {Jesse: Heb. Isai}	0.0	neutral	em vez de consultar o Senhor. Por isso o Senhor o entregou à morte e deu o reino a Davi, filho de Jessé.
1CH.11.1	11	1	Then all Israel gathered themselves to David unto Hebron, saying, Behold, we {are} thy bone and thy flesh.	0.0	neutral	"Todo o Israel reuniu-se com Davi em Hebrom e disse: ""Somos sangue do teu sangue."
1CH.11.2	11	2	And moreover in time past, even when Saul was king, thou {wast} he that leddest out and broughtest in Israel: and the LORD thy God said unto thee, Thou shalt feed my people Israel, and thou shalt be ruler over my people Israel. {in time...: Heb. both yesterday and the third day} {feed: or, rule}	-0.125	negative	"No passado, mesmo quando Saul era rei, eras tu quem liderava Israel em suas batalhas. E o Senhor, o teu Deus, te disse: 'Você pastoreará o meu povo Israel, e será o seu governante' ""."
