verse_id	chapter	verse	text_en	polarity_en	label_en	text_pt
1CH.16.33	16	33	Then shall the trees of the wood sing out at the presence of the LORD, because he cometh to judge the earth.	0.0	neutral	Então as árvores da floresta cantarão de alegria, cantarão diante do Senhor, pois ele vem julgar a terra.
1CH.16.34	16	34	O give thanks unto the LORD; for {he is} good; for his mercy {endureth} for ever.	0.45	positive	Rendam graças ao Senhor, pois ele é bom; o seu amor dura para sempre.
1CH.16.35	16	35	And say ye, Save us, O God of our salvation, and gather us together, and deliver us from the heathen, that we may give thanks to thy holy name, {and} glory in thy praise.	0.2	positive	"Clamem: ""Salva-nos, ó Deus, nosso Salvador! Reúne-nos e livra-nos das nações, para que demos graças ao teu santo nome e façamos do teu louvor a nossa glória""."
1CH.16.36	16	36	Blessed {be} the LORD God of Israel for ever and ever. And all the people said, Amen, and praised the LORD.	0.0	neutral	"Bendito seja o Senhor, o Deus de Israel, de eternidade a eternidade. Então todo o povo exclamou: ""Amém! "" e ""Louvado seja o Senhor! """
1CH.16.37	16	37	So he left there before the ark of the covenant of the LORD Asaph and his brethren, to minister before the ark continually, as every day's work required:	0.0	neutral	Então Davi deixou Asafe e seus parentes diante da arca da aliança do Senhor para ali ministrarem regularmente, de acordo com as prescrições para cada dia.
1CH.16.38	16	38	And Obededom with their brethren, threescore and eight; Obededom also the son of Jeduthun and Hosah {to be} porters:	0.0	neutral	Também deixou Obede-Edom e seus sessenta e oito parentes para ministrarem com eles. Obede-Edom, filho de Jedutum, e também Hosa foram porteiros.
1CH.16.39	16	39	And Zadok the priest, and his brethren the priests, before the tabernacle of the LORD in the high place that {was} at Gibeon,	0.16	positive	Davi deixou o sacerdote Zadoque e seus parentes sacerdotes diante do tabernáculo do Senhor em Gibeom
1CH.16.40	16	40	To offer burnt offerings unto the LORD upon the altar of the burnt offering continually morning and evening, and {to do} according to all that is written in the law of the LORD, which he commanded Israel; {morning...: Heb. in the morning, and in the evening}	0.0	neutral	para regularmente, de manhã e à tarde, apresentarem holocaustos no altar de holocaustos, de acordo com tudo o que está escrito na Lei do Senhor, que ele deu a Israel.
1CH.16.41	16	41	And with them Heman and Jeduthun, and the rest that were chosen, who were expressed by name, to give thanks to the LORD, because his mercy {endureth} for ever;	0.2	positive	"Com eles estavam Hemã e Jedutum e os outros designados para darem graças ao Senhor, exclamando: ""O seu amor dura para sempre""."
1CH.16.42	16	42	And with them Heman and Jeduthun with trumpets and cymbals for those that should make a sound, and with musical instruments of God. And the sons of Jeduthun {were} porters. {porters: Heb. for the gate}	0.2	positive	Hemã e Jedutum eram responsáveis pelas trombetas, pelos címbalos e pelos outros instrumentos musicais para o culto. Os filhos de Jedutum foram designados como porteiros.
1CH.16.43	16	43	And all the people departed every man to his house: and David returned to bless his house.	0.0	neutral	Então todo o povo partiu, cada um para a sua casa, e Davi voltou para casa para abençoar sua família.
1CH.17.1	17	1	Now it came to pass, as David sat in his house, that David said to Nathan the prophet, Lo, I dwell in an house of cedars, but the ark of the covenant of the LORD {remaineth} under curtains.	0.0	neutral	"O rei Davi já morava em seu palácio quando, certo dia disse ao profeta Natã: ""Aqui estou eu, morando num palácio de cedro, enquanto a arca da aliança do Senhor permanece numa simples tenda""."
1CH.17.2	17	2	Then Nathan said unto David, Do all that {is} in thine heart; for God {is} with thee.	0.0	neutral	"Natã respondeu a Davi: ""Faze o que tiveres em mente, pois Deus está contigo""."
1CH.17.3	17	3	And it came to pass the same night, that the word of God came to Nathan, saying,	0.0	neutral	E naquela mesma noite Deus falou a Natã:
1CH.17.4	17	4	Go and tell David my servant, Thus saith the LORD, Thou shalt not build me an house to dwell in:	0.0	neutral	"""Vá dizer ao meu servo Davi que assim diz o Senhor: Não será você quem vai construir uma casa para eu morar."
1CH.17.5	17	5	For I have not dwelt in an house since the day that I brought up Israel unto this day; but have gone from tent to tent, and from {one} tabernacle {to another}. {have gone: Heb. have been}	0.0	neutral	Não tenho morado em nenhuma casa, desde o dia em que tirei Israel do Egito, mas fui de uma tenda para outra, e de um tabernáculo para outro.
1CH.17.6	17	6	Wheresoever I have walked with all Israel, spake I a word to any of the judges of Israel, whom I commanded to feed my people, saying, Why have ye not built me an house of cedars?	0.0	neutral	"Por onde tenho acompanhado todo o Israel, alguma vez perguntei a algum líder deles, a quem ordenei que pastoreasse o meu povo: Por que você não me construiu um templo de cedro? """
1CH.17.7	17	7	Now therefore thus shalt thou say unto my servant David, Thus saith the LORD of hosts, I took thee from the sheepcote, {even} from following the sheep, that thou shouldest be ruler over my people Israel: {from following: Heb. from after}	-0.25	negative	"""Agora pois, diga ao meu servo Davi: 'Assim diz o Senhor dos Exércitos: Eu o tirei das pastagens, onde cuidava dos rebanhos, para ser o soberano do meu povo Israel."
1CH.17.8	17	8	And I have been with thee whithersoever thou hast walked, and have cut off all thine enemies from before thee, and have made thee a name like the name of the great men that {are} in the earth.	0.8	positive	Sempre estive com você por onde você andou, e eliminei todos os seus inimigos. Agora eu o farei tão famoso quanto os homens mais importantes da terra.
1CH.17.9	17	9	Also I will ordain a place for my people Israel, and will plant them, and they shall dwell in their place, and shall be moved no more; neither shall the children of wickedness waste them any more, as at the beginning,	0.0167	neutral	E providenciarei um lugar para o meu povo Israel e os plantarei lá, para que tenham o seu próprio lar; e não mais sejam incomodados. Povos ímpios não mais os oprimirão, como fizeram no início
