verse_id	chapter	verse	text_en	polarity_en	label_en	text_es
EXO.1.18	1	18	And the king of Egypt called for the midwives, and said unto them, Why have ye done this thing, and have saved the men children alive?	0.1	neutral	Y el rey de Egipto hizo llamar á las parteras y díjoles: ¿Por qué habéis hecho esto, que habéis reservado la vida á los niños?
EXO.1.19	1	19	And the midwives said unto Pharaoh, Because the Hebrew women {are} not as the Egyptian women; for they {are} lively, and are delivered ere the midwives come in unto them.	0.1364	positive	Y las parteras respondieron á Faraón: Porque las mujeres Hebreas no son como las Egipcias: porque son robustas, y paren antes que la partera venga á ellas.
EXO.1.20	1	20	Therefore God dealt well with the midwives: and the people multiplied, and waxed very mighty.	0.52	positive	Y Dios hizo bien á las parteras: y el pueblo se multiplicó, y se corroboraron en gran manera.
EXO.1.21	1	21	And it came to pass, because the midwives feared God, that he made them houses.	0.0	neutral	Y por haber las parteras temido á Dios, él les hizo casas.
EXO.1.22	1	22	And Pharaoh charged all his people, saying, Every son that is born ye shall cast into the river, and every daughter ye shall save alive.	0.1	neutral	Entonces Faraón mandó á todo su pueblo, diciendo: Echad en el río todo hijo que naciere, y á toda hija reservad la vida.
EXO.2.1	2	1	And there went a man of the house of Levi, and took {to wife} a daughter of Levi.	0.0	neutral	UN varón de la familia de Leví fué, y tomó por mujer una hija de Leví:
EXO.2.2	2	2	And the woman conceived, and bare a son: and when she saw him that he {was a} goodly {child}, she hid him three months.	0.375	positive	La cual concibió, y parió un hijo: y viéndolo que era hermoso, túvole escondido tres meses.
EXO.2.3	2	3	And when she could not longer hide him, she took for him an ark of bulrushes, and daubed it with slime and with pitch, and put the child therein; and she laid {it} in the flags by the river's brink.	0.0	neutral	Pero no pudiendo ocultarle más tiempo, tomó una arquilla de juncos, y calafateóla con pez y betún, y colocó en ella al niño, y púsolo en un carrizal á la orilla del río:
EXO.2.4	2	4	And his sister stood afar off, to wit what would be done to him.	0.0	neutral	Y paróse una hermana suya á lo lejos, para ver lo que le acontecería.
EXO.2.5	2	5	And the daughter of Pharaoh came down to wash {herself} at the river; and her maidens walked along by the river's side; and when she saw the ark among the flags, she sent her maid to fetch it.	-0.1556	negative	Y la hija de Faraón descendió á lavarse al río, y paseándose sus doncellas por la ribera del río, vió ella la arquilla en el carrizal, y envió una criada suya á que la tomase.
EXO.2.6	2	6	And when she had opened {it}, she saw the child: and, behold, the babe wept. And she had compassion on him, and said, This {is one} of the Hebrews' children.	0.0	neutral	Y como la abrió, vió al niño; y he aquí que el niño lloraba. Y teniendo compasión de él, dijo: De los niños de los Hebreos es éste.
EXO.2.7	2	7	Then said his sister to Pharaoh's daughter, Shall I go and call to thee a nurse of the Hebrew women, that she may nurse the child for thee?	0.0	neutral	Entonces su hermana dijo á la hija de Faraón: ¿Iré á llamarte un ama de las Hebreas, para que te críe este niño?
EXO.2.8	2	8	And Pharaoh's daughter said to her, Go. And the maid went and called the child's mother.	0.0	neutral	Y la hija de Faraón respondió: Ve. Entonces fué la doncella, y llamó á la madre del niño;
EXO.2.9	2	9	And Pharaoh's daughter said unto her, Take this child away, and nurse it for me, and I will give {thee} thy wages. And the woman took the child, and nursed it.	0.0	neutral	A la cual dijo la hija de Faraón: Lleva este niño, y críamelo, y yo te lo pagaré. Y la mujer tomó al niño, y criólo.
EXO.2.10	2	10	And the child grew, and she brought him unto Pharaoh's daughter, and he became her son. And she called his name Moses: and she said, Because I drew him out of the water. {Moses: that is, Drawn out}	0.0	neutral	Y como creció el niño, ella lo trajo á la hija de Faraón, la cual lo prohijó, y púsole por nombre Moisés, diciendo: Porque de las aguas lo saqué.
EXO.2.11	2	11	And it came to pass in those days, when Moses was grown, that he went out unto his brethren, and looked on their burdens: and he spied an Egyptian smiting an Hebrew, one of his brethren.	0.0	neutral	Y en aquellos días acaeció que, crecido ya Moisés, salió á sus hermanos, y vió sus cargas: y observó á un Egipcio que hería á uno de los Hebreos, sus hermanos.
EXO.2.12	2	12	And he looked this way and that way, and when he saw that {there was} no man, he slew the Egyptian, and hid him in the sand.	0.0	neutral	Y miró á todas partes, y viendo que no parecía nadie, mató al Egipcio, y escondiólo en la arena.
EXO.2.13	2	13	And when he went out the second day, behold, two men of the Hebrews strove together: and he said to him that did the wrong, Wherefore smitest thou thy fellow?	-0.25	negative	Y salió al día siguiente, y viendo á dos Hebreos que reñían, dijo al que hacía la injuria: ¿Por qué hieres á tu prójimo?
EXO.2.14	2	14	And he said, Who made thee a prince and a judge over us? intendest thou to kill me, as thou killedst the Egyptian? And Moses feared, and said, Surely this thing is known. {a prince: Heb. a man, a prince}	0.5	positive	Y él respondió: ¿Quién te ha puesto á ti por príncipe y juez sobre nosotros? ¿piensas matarme como mataste al Egipcio? Entonces Moisés tuvo miedo, y dijo: Ciertamente esta cosa es descubierta.
EXO.2.15	2	15	Now when Pharaoh heard this thing, he sought to slay Moses. But Moses fled from the face of Pharaoh, and dwelt in the land of Midian: and he sat down by a well.	-0.1556	negative	Y oyendo Faraón este negocio, procuró matar á Moisés: mas Moisés huyó de delante de Faraón, y habitó en la tierra de Madián; y sentóse junto á un pozo.
EXO.2.16	2	16	Now the priest of Midian had seven daughters: and they came and drew {water}, and filled the troughs to water their father's flock. {priest: or, prince}	0.4	positive	Tenía el sacerdote de Madián siete hijas, las cuales vinieron á sacar agua, para llenar las pilas y dar de beber á las ovejas de su padre.
EXO.2.17	2	17	And the shepherds came and drove them away: but Moses stood up and helped them, and watered their flock.	0.0	neutral	Mas los pastores vinieron, y echáronlas: Entonces Moisés se levantó y defendiólas, y abrevó sus ovejas.
EXO.2.18	2	18	And when they came to Reuel their father, he said, How {is it that} ye are come so soon to day? {Reuel: called also Jethro, or, Jether}	0.0	neutral	Y volviendo ellas á Ragüel su padre, díjoles él: ¿Por qué habéis hoy venido tan presto?
EXO.2.19	2	19	And they said, An Egyptian delivered us out of the hand of the shepherds, and also drew {water} enough for us, and watered the flock.	0.0	neutral	Y ellas respondieron: Un varón Egipcio nos defendió de mano de los pastores, y también nos sacó el agua, y abrevó las ovejas.
EXO.2.20	2	20	And he said unto his daughters, And where {is} he? why {is} it {that} ye have left the man? call him, that he may eat bread.	0.0	neutral	Y dijo á sus hijas: ¿Y dónde está? ¿por qué habéis dejado ese hombre? llamadle para que coma pan.
EXO.2.21	2	21	And Moses was content to dwell with the man: and he gave Moses Zipporah his daughter.	0.0	neutral	Y Moisés acordó en morar con aquel varón; y él dió á Moisés á su hija Séphora:
EXO.2.22	2	22	And she bare {him} a son, and he called his name Gershom: for he said, I have been a stranger in a strange land. {Gershom: that is, A stranger here}	0.0	neutral	La cual le parió un hijo, y él le puso por nombre Gersom: porque dijo: Peregrino soy en tierra ajena.
EXO.2.23	2	23	And it came to pass in process of time, that the king of Egypt died: and the children of Israel sighed by reason of the bondage, and they cried, and their cry came up unto God by reason of the bondage.	0.0	neutral	Y aconteció que después de muchos días murió el rey de Egipto, y los hijos de Israel suspiraron á causa de la servidumbre, y clamaron: y subió á Dios el clamor de ellos con motivo de su servidumbre.
EXO.2.24	2	24	And God heard their groaning, and God remembered his covenant with Abraham, with Isaac, and with Jacob.	0.0	neutral	Y oyó Dios el gemido de ellos, y acordóse de su pacto con Abraham, Isaac y Jacob.
EXO.2.25	2	25	And God looked upon the children of Israel, and God had respect unto {them}. {had...: Heb. knew}	0.0	neutral	Y miró Dios á los hijos de Israel, y reconociólos Dios.
EXO.3.1	3	1	Now Moses kept the flock of Jethro his father in law, the priest of Midian: and he led the flock to the backside of the desert, and came to the mountain of God, {even} to Horeb.	0.0	neutral	Y APACENTANDO Moisés las ovejas de Jethro su suegro, sacerdote de Madián, llevó las ovejas detrás del desierto, y vino á Horeb, monte de Dios.
EXO.3.2	3	2	And the angel of the LORD appeared unto him in a flame of fire out of the midst of a bush: and he looked, and, behold, the bush burned with fire, and the bush {was} not consumed.	0.0	neutral	Y apareciósele el Angel de Jehová en una llama de fuego en medio de una zarza: y él miró, y vió que la zarza ardía en fuego, y la zarza no se consumía.
EXO.3.3	3	3	And Moses said, I will now turn aside, and see this great sight, why the bush is not burnt.	0.8	positive	Entonces Moisés dijo: Iré yo ahora, y veré esta grande visión, por qué causa la zarza no se quema.
EXO.3.4	3	4	And when the LORD saw that he turned aside to see, God called unto him out of the midst of the bush, and said, Moses, Moses. And he said, Here {am} I.	0.0	neutral	Y viendo Jehová que iba á ver, llamólo Dios de en medio de la zarza, y dijo: ¡Moisés, Moisés! Y él respondió: Heme aquí.
EXO.3.5	3	5	And he said, Draw not nigh hither: put off thy shoes from off thy feet, for the place whereon thou standest {is} holy ground.	0.0	neutral	Y dijo: No te llegues acá: quita tus zapatos de tus pies, porque el lugar en que tú estás, tierra santa es.
EXO.3.6	3	6	Moreover he said, I {am} the God of thy father, the God of Abraham, the God of Isaac, and the God of Jacob. And Moses hid his face; for he was afraid to look upon God.	-0.6	negative	Y dijo: Yo soy el Dios de tu padre, Dios de Abraham, Dios de Isaac, Dios de Jacob. Entonces Moisés cubrió su rostro, porque tuvo miedo de mirar á Dios.
EXO.3.7	3	7	And the LORD said, I have surely seen the affliction of my people which {are} in Egypt, and have heard their cry by reason of their taskmasters; for I know their sorrows;	0.5	positive	Y dijo Jehová: Bien he visto la aflicción de mi pueblo que está en Egipto, y he oído su clamor á causa de sus exactores; pues tengo conocidas sus angustias:
EXO.3.8	3	8	And I am come down to deliver them out of the hand of the Egyptians, and to bring them up out of that land unto a good land and a large, unto a land flowing with milk and honey; unto the place of the Canaanites, and the Hittites, and the Amorites, and the Perizzites, and the Hivites, and the Jebusites.	0.2529	positive	Y he descendido para librarlos de mano de los Egipcios, y sacarlos de aquella tierra á una tierra buena y ancha, á tierra que fluye leche y miel, á los lugares del Cananeo, del Hetheo, del Amorrheo, del Pherezeo, del Heveo, y del Jebuseo.
EXO.3.9	3	9	Now therefore, behold, the cry of the children of Israel is come unto me: and I have also seen the oppression wherewith the Egyptians oppress them.	0.0	neutral	El clamor, pues, de los hijos de Israel ha venido delante de mí, y también he visto la opresión con que los Egipcios los oprimen.
EXO.3.10	3	10	Come now therefore, and I will send thee unto Pharaoh, that thou mayest bring forth my people the children of Israel out of Egypt.	0.0	neutral	Ven por tanto ahora, y enviarte he á Faraón, para que saques á mi pueblo, los hijos de Israel, de Egipto.
EXO.3.11	3	11	And Moses said unto God, Who {am} I, that I should go unto Pharaoh, and that I should bring forth the children of Israel out of Egypt?	0.0	neutral	Entonces Moisés respondió á Dios: ¿Quién soy yo, para que vaya á Faraón, y saque de Egipto á los hijos de Israel?
EXO.3.12	3	12	And he said, Certainly I will be with thee; and this {shall be} a token unto thee, that I have sent thee: When thou hast brought forth the people out of Egypt, ye shall serve God upon this mountain.	0.2143	positive	Y él le respondió: Ve, porque yo seré contigo; y esto te será por señal de que yo te he enviado: luego que hubieres sacado este pueblo de Egipto, serviréis á Dios sobre este monte.
EXO.3.13	3	13	And Moses said unto God, Behold, {when} I come unto the children of Israel, and shall say unto them, The God of your fathers hath sent me unto you; and they shall say to me, What {is} his name? what shall I say unto them?	0.0	neutral	Y dijo Moisés á Dios: He aquí que llego yo á los hijos de Israel, y les digo, El Dios de vuestros padres me ha enviado á vosotros; si ellos me preguntaren: ¿Cuál es su nombre? ¿qué les responderé?
EXO.3.14	3	14	And God said unto Moses, I AM THAT I AM: and he said, Thus shalt thou say unto the children of Israel, I AM hath sent me unto you.	0.0	neutral	Y respondió Dios á Moisés: YO SOY EL QUE SOY. Y dijo: Así dirás á los hijos de Israel: YO SOY me ha enviado á vosotros.
EXO.3.15	3	15	And God said moreover unto Moses, Thus shalt thou say unto the children of Israel, The LORD God of your fathers, the God of Abraham, the God of Isaac, and the God of Jacob, hath sent me unto you: this {is} my name for ever, and this {is} my memorial unto all generations.	0.0	neutral	Y dijo más Dios á Moisés: Así dirás á los hijos de Israel: Jehová, el Dios de vuestros padres, el Dios de Abraham, Dios de Isaac y Dios de Jacob, me ha enviado á vosotros. Este es mi nombre para siempre, este es mi memorial por todos los siglos.
EXO.3.16	3	16	Go, and gather the elders of Israel together, and say unto them, The LORD God of your fathers, the God of Abraham, of Isaac, and of Jacob, appeared unto me, saying, I have surely visited you, and {seen} that which is done to you in Egypt:	0.5	positive	Ve, y junta los ancianos de Israel, y diles: Jehová, el Dios de vuestros padres, el Dios de Abraham, de Isaac, y de Jacob, me apareció, diciendo: De cierto os he visitado, y visto lo que se os hace en Egipto;
EXO.3.17	3	17	And I have said, I will bring you up out of the affliction of Egypt unto the land of the Canaanites, and the Hittites, and the Amorites, and the Perizzites, and the Hivites, and the Jebusites, unto a land flowing with milk and honey.	0.0	neutral	Y he dicho: Yo os sacaré de la aflicción de Egipto á la tierra del Cananeo, y del Hetheo, y del Amorrheo, y del Pherezeo, y del Heveo, y del Jebuseo, á una tierra que fluye leche y miel.
EXO.3.18	3	18	And they shall hearken to thy voice: and thou shalt come, thou and the elders of Israel, unto the king of Egypt, and ye shall say unto him, The LORD God of the Hebrews hath met with us: and now let us go, we beseech thee, three days' journey into the wilderness, that we may sacrifice to the LORD our God.	0.0	neutral	Y oirán tu voz; é irás tú, y los ancianos de Israel, al rey de Egipto, y le diréis: Jehová, el Dios de los Hebreos, nos ha encontrado; por tanto nosotros iremos ahora camino de tres días por el desierto, para que sacrifiquemos á Jehová nuestro Dios.
EXO.3.19	3	19	And I am sure that the king of Egypt will not let you go, no, not by a mighty hand. {no...: or, but by strong hand}	0.4444	positive	Mas yo sé que el rey de Egipto no os dejará ir sino por mano fuerte.
EXO.3.20	3	20	And I will stretch out my hand, and smite Egypt with all my wonders which I will do in the midst thereof: and after that he will let you go.	0.0	neutral	Empero yo extenderé mi mano, y heriré á Egipto con todas mis maravillas que haré en él, y entonces os dejará ir.
EXO.3.21	3	21	And I will give this people favour in the sight of the Egyptians: and it shall come to pass, that, when ye go, ye shall not go empty:	-0.1	neutral	Y yo daré á este pueblo gracia en los ojos de los Egipcios, para que cuando os partiereis, no salgáis vacíos:
EXO.3.22	3	22	But every woman shall borrow of her neighbour, and of her that sojourneth in her house, jewels of silver, and jewels of gold, and raiment: and ye shall put {them} upon your sons, and upon your daughters; and ye shall spoil the Egyptians. {the Egyptians: or, Egypt}	0.0	neutral	Sino que demandará cada mujer á su vecina y á su huéspeda vasos de plata, vasos de oro, y vestidos: los cuales pondréis sobre vuestros hijos y vuestras hijas, y despojaréis á Egipto.
EXO.4.1	4	1	And Moses answered and said, But, behold, they will not believe me, nor hearken unto my voice: for they will say, The LORD hath not appeared unto thee.	0.0	neutral	ENTONCES Moisés respondió, y dijo: He aquí que ellos no me creerán, ni oirán mi voz; porque dirán: No te ha aparecido Jehová.
EXO.4.2	4	2	And the LORD said unto him, What {is} that in thine hand? And he said, A rod.	0.0	neutral	Y Jehová dijo: ¿Qué es eso que tienes en tu mano? Y él respondió: Una vara.
EXO.4.3	4	3	And he said, Cast it on the ground. And he cast it on the ground, and it became a serpent; and Moses fled from before it.	0.0	neutral	Y él le dijo: Échala en tierra. Y él la echó en tierra, y tornóse una culebra: y Moisés huía de ella.
EXO.4.4	4	4	And the LORD said unto Moses, Put forth thine hand, and take it by the tail. And he put forth his hand, and caught it, and it became a rod in his hand:	0.0	neutral	Entonces dijo Jehová á Moisés: Extiende tu mano, y tómala por la cola. Y él extendió su mano, y tomóla, y tornóse vara en su mano.
EXO.4.5	4	5	That they may believe that the LORD God of their fathers, the God of Abraham, the God of Isaac, and the God of Jacob, hath appeared unto thee.	0.0	neutral	Por esto creerán que se te ha aparecido Jehová, el Dios de tus padres, el Dios de Abraham, Dios de Isaac, y Dios de Jacob.
EXO.4.6	4	6	And the LORD said furthermore unto him, Put now thine hand into thy bosom. And he put his hand into his bosom: and when he took it out, behold, his hand {was} leprous as snow.	0.0	neutral	Y díjole más Jehová: Mete ahora tu mano en tu seno. Y él metió la mano en su seno; y como la sacó, he aquí que su mano estaba leprosa como la nieve.
EXO.4.7	4	7	And he said, Put thine hand into thy bosom again. And he put his hand into his bosom again; and plucked it out of his bosom, and, behold, it was turned again as his {other} flesh.	-0.125	negative	Y dijo: Vuelve á meter tu mano en tu seno: y él volvió á meter su mano en su seno; y volviéndola á sacar del seno, he aquí que se había vuelto como la otra carne.
EXO.4.8	4	8	And it shall come to pass, if they will not believe thee, neither hearken to the voice of the first sign, that they will believe the voice of the latter sign.	0.125	positive	Si aconteciere, que no te creyeren, ni obedecieren á la voz de la primera señal, creerán á la voz de la postrera.
EXO.4.9	4	9	And it shall come to pass, if they will not believe also these two signs, neither hearken unto thy voice, that thou shalt take of the water of the river, and pour {it} upon the dry {land}: and the water which thou takest out of the river shall become blood upon the dry {land}. {shall become: Heb. shall be and shall be}	-0.0667	neutral	Y si aún no creyeren á estas dos señales, ni oyeren tu voz, tomarás de las aguas del río, y derrámalas en tierra; y volverse han aquellas aguas que tomarás del río, se volverán sangre en la tierra.
EXO.4.10	4	10	And Moses said unto the LORD, O my Lord, I {am} not eloquent, neither heretofore, nor since thou hast spoken unto thy servant: but I {am} slow of speech, and of a slow tongue. {eloquent: Heb. a man of words} {heretofore: Heb. since yesterday, nor since the third day}	-0.2	negative	Entonces dijo Moisés á Jehová: ¡Ay Señor! yo no soy hombre de palabras de ayer ni de anteayer, ni aun desde que tú hablas á tu siervo; porque soy tardo en el habla y torpe de lengua.
EXO.4.11	4	11	And the LORD said unto him, Who hath made man's mouth? or who maketh the dumb, or deaf, or the seeing, or the blind? have not I the LORD?	-0.4375	negative	Y Jehová le respondió: ¿Quién dió la boca al hombre? ¿ó quién hizo al mudo y al sordo, al que ve y al ciego? ¿no soy yo Jehová?
EXO.4.12	4	12	Now therefore go, and I will be with thy mouth, and teach thee what thou shalt say.	0.0	neutral	Ahora pues, ve, que yo seré en tu boca, y te enseñaré lo que hayas de hablar.
EXO.4.13	4	13	And he said, O my Lord, send, I pray thee, by the hand {of him whom} thou wilt send. {wilt: or, shouldest}	0.0	neutral	Y él dijo: ¡Ay Señor! envía por mano del que has de enviar.
EXO.4.14	4	14	And the anger of the LORD was kindled against Moses, and he said, {Is} not Aaron the Levite thy brother? I know that he can speak well. And also, behold, he cometh forth to meet thee: and when he seeth thee, he will be glad in his heart.	-0.1	neutral	Entonces Jehová se enojó contra Moisés, y dijo: ¿No conozco yo á tu hermano Aarón, Levita, y que él hablará? Y aun he aquí que él te saldrá á recibir, y en viéndote, se alegrará en su corazón.
EXO.4.15	4	15	And thou shalt speak unto him, and put words in his mouth: and I will be with thy mouth, and with his mouth, and will teach you what ye shall do.	0.0	neutral	Tú hablarás á él, y pondrás en su boca las palabras, y yo seré en tu boca y en la suya, y os enseñaré lo que hayáis de hacer.
EXO.4.16	4	16	And he shall be thy spokesman unto the people: and he shall be, {even} he shall be to thee instead of a mouth, and thou shalt be to him instead of God.	0.0	neutral	Y él hablará por ti al pueblo; y él te será á ti en lugar de boca, y tú serás para él en lugar de Dios.
EXO.4.17	4	17	And thou shalt take this rod in thine hand, wherewith thou shalt do signs.	0.0	neutral	Y tomarás esta vara en tu mano, con la cual harás las señales.
EXO.4.18	4	18	And Moses went and returned to Jethro his father in law, and said unto him, Let me go, I pray thee, and return unto my brethren which {are} in Egypt, and see whether they be yet alive. And Jethro said to Moses, Go in peace. {Jethro: Heb. Jether}	0.1	neutral	Así se fué Moisés, y volviendo á su suegro Jethro, díjole: Iré ahora, y volveré á mis hermanos que están en Egipto, para ver si aún viven. Y Jethro dijo á Moisés: Ve en paz.
EXO.4.19	4	19	And the LORD said unto Moses in Midian, Go, return into Egypt: for all the men are dead which sought thy life.	-0.2	negative	Dijo también Jehová á Moisés en Madián: Ve, y vuélvete á Egipto, porque han muerto todos los que procuraban tu muerte.
EXO.4.20	4	20	And Moses took his wife and his sons, and set them upon an ass, and he returned to the land of Egypt: and Moses took the rod of God in his hand.	0.0	neutral	Entonces Moisés tomó su mujer y sus hijos, y púsolos sobre un asno, y volvióse á tierra de Egipto: tomó también Moisés la vara de Dios en su mano.
EXO.4.21	4	21	And the LORD said unto Moses, When thou goest to return into Egypt, see that thou do all those wonders before Pharaoh, which I have put in thine hand: but I will harden his heart, that he shall not let the people go.	0.0	neutral	Y dijo Jehová á Moisés: Cuando hubiereis vuelto á Egipto, mira que hagas delante de Faraón todas las maravillas que he puesto en tu mano: yo empero endureceré su corazón, de modo que no dejará ir al pueblo.
EXO.4.22	4	22	And thou shalt say unto Pharaoh, Thus saith the LORD, Israel {is} my son, {even} my firstborn:	0.0	neutral	Y dirás á Faraón: Jehová ha dicho así: Israel es mi hijo, mi primogénito.
EXO.4.23	4	23	And I say unto thee, Let my son go, that he may serve me: and if thou refuse to let him go, behold, I will slay thy son, {even} thy firstborn.	0.0	neutral	Ya te he dicho que dejes ir á mi hijo, para que me sirva, mas no has querido dejarlo ir: he aquí yo voy á matar á tu hijo, tu primogénito.
EXO.4.24	4	24	And it came to pass by the way in the inn, that the LORD met him, and sought to kill him.	0.0	neutral	Y aconteció en el camino, que en una posada le salió al encuentro Jehová, y quiso matarlo.
EXO.4.25	4	25	Then Zipporah took a sharp stone, and cut off the foreskin of her son, and cast {it} at his feet, and said, Surely a bloody husband {art} thou to me. {sharp...: or, knife} {cast...: Heb. made it touch}	-0.35	negative	Entonces Séphora cogió un afilado pedernal, y cortó el prepucio de su hijo, y echólo á sus pies, diciendo: A la verdad tú me eres un esposo de sangre.
EXO.4.26	4	26	So he let him go: then she said, A bloody husband {thou art}, because of the circumcision.	-0.8	negative	Así le dejó luego ir. Y ella dijo: Esposo de sangre, á causa de la circuncisión.
EXO.4.27	4	27	And the LORD said to Aaron, Go into the wilderness to meet Moses. And he went, and met him in the mount of God, and kissed him.	0.0	neutral	Y Jehová dijo á Aarón: Ve á recibir á Moisés al desierto. Y él fue, y encontrólo en el monte de Dios, y besóle.
EXO.4.28	4	28	And Moses told Aaron all the words of the LORD who had sent him, and all the signs which he had commanded him.	0.0	neutral	Entonces contó Moisés á Aarón todas las palabras de Jehová que le enviaba, y todas las señales que le había dado.
EXO.4.29	4	29	And Moses and Aaron went and gathered together all the elders of the children of Israel:	0.0	neutral	Y fueron Moisés y Aarón, y juntaron todos los ancianos de los hijos de Israel:
EXO.4.30	4	30	And Aaron spake all the words which the LORD had spoken unto Moses, and did the signs in the sight of the people.	0.0	neutral	Y habló Aarón todas las palabras que Jehová había dicho á Moisés, é hizo las señales delante de los ojos del pueblo.
EXO.4.31	4	31	And the people believed: and when they heard that the LORD had visited the children of Israel, and that he had looked upon their affliction, then they bowed their heads and worshipped.	0.0	neutral	Y el pueblo creyó: y oyendo que Jehová había visitado los hijos de Israel, y que había visto su aflicción, inclináronse y adoraron.
EXO.5.1	5	1	And afterward Moses and Aaron went in, and told Pharaoh, Thus saith the LORD God of Israel, Let my people go, that they may hold a feast unto me in the wilderness.	0.0	neutral	DESPUÉS entraron Moisés y Aarón á Faraón, y le dijeron: Jehová, el Dios de Israel, dice así: Deja ir á mi pueblo á celebrarme fiesta en el desierto.
EXO.5.2	5	2	And Pharaoh said, Who {is} the LORD, that I should obey his voice to let Israel go? I know not the LORD, neither will I let Israel go.	0.0	neutral	Y Faraón respondió: ¿Quién es Jehová, para que yo oiga su voz y deje ir á Israel? Yo no conozco á Jehová, ni tampoco dejaré ir á Israel.
EXO.5.3	5	3	And they said, The God of the Hebrews hath met with us: let us go, we pray thee, three days' journey into the desert, and sacrifice unto the LORD our God; lest he fall upon us with pestilence, or with the sword.	0.0	neutral	Y ellos dijeron: El Dios de los Hebreos nos ha encontrado: iremos, pues, ahora camino de tres días por el desierto, y sacrificaremos á Jehová nuestro Dios; porque no venga sobre nosotros con pestilencia ó con espada.
EXO.5.4	5	4	And the king of Egypt said unto them, Wherefore do ye, Moses and Aaron, let the people from their works? get you unto your burdens.	0.0	neutral	Entonces el rey de Egipto les dijo: Moisés y Aarón, ¿por qué hacéis cesar al pueblo de su obra? idos á vuestros cargos.
EXO.5.5	5	5	And Pharaoh said, Behold, the people of the land now {are} many, and ye make them rest from their burdens.	0.5	positive	Dijo también Faraón: He aquí el pueblo de la tierra es ahora mucho, y vosotros les hacéis cesar de sus cargos.
